"MICROBIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","18","3.849","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"731","001","","54","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"731","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar","Course Total","","58","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Mech Microbial Pathogenesis","001","","18","3.611","27.8","66.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","025","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-Bact Teaching","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"901","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901","004","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"901","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901","011","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Seminar","Course Total","","41","4.000","95.1",".",".",".",".",".",".","4.9",".",".",".",".",".",".",".","."
"908
Smr:Nitrogen Fixation (Adv)","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914
Smr-Molecular Biosci (Adv)","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"932
Biotechnol Traing Prgm Smr","001","","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"990","014","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 8 of 388"
