"","999
046","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
052","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
053","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","22","3.864","77.3","9.1","4.5",".",".","",".",".","4.5","",".",".","",".","4.5",".",".",".","."
"SOC WORK
896","Dept. Total","1242","3.713","64.5","21.3","8.5","1.9","0.7","",".","0.6","1.4","",".",".","",".","0.3","0.5",".","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.364","50.0",".",".","25.0",".","",".","25.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","103","3.376","24.3","41.7","26.2","2.9","2.9","",".","1.0",".","",".",".","",".",".",".",".",".","1.0"
"Junior","","188","3.631","55.3","27.1","12.2","3.2",".","",".","0.5","1.1","",".",".","",".",".",".",".",".","0.5"
"Senior","","270","3.641","56.7","24.4","11.5","4.1","1.5","",".","0.4","0.7","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","565","3.573","50.3","28.3","14.3","3.7","1.2","",".","0.7","0.7","",".",".","",".",".","0.4",".",".","0.4"
"Special","","16","3.603","43.8","25.0","12.5",".",".","",".",".","18.8","",".",".","",".",".",".",".",".","."
"Graduate","","659","3.859","77.4","15.0","3.5","0.3","0.3","",".","0.5","1.7","",".",".","",".","0.6","0.6",".","0.2","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1242","3.713","64.5","21.3","8.5","1.9","0.7","",".","0.6","1.4","",".",".","",".","0.3","0.5",".","0.1","0.2"
