"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
047","18","3.500","50.0","33.3","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
048","17","3.219","17.6","41.2","29.4",".",".",".","5.9",".",".",".",".",".",".",".",".","5.9"
"","049
100","15","3.400","33.3","40.0","20.0",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","050
100","14","3.143","14.3","42.9","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","896","3.302","29.9","32.8","21.5","7.9","3.9","1.7","1.7",".",".",".",".",".","0.2","0.2",".","0.1"
"","110
001","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","110
002","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","29","",".",".",".",".",".",".",".",".",".","96.6","3.4",".",".",".",".","."
"ESL:Intmed Engl Lang Skills","114
001","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
003","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
004","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","54","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
003","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
004","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
005","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","117
007","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Academic Writing I","Course Total","109","",".",".",".",".",".",".",".",".",".","99.1","0.9",".",".",".",".","."
"","118
001","16","3.688","50.0","43.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
003","15","3.500","26.7","60.0",".","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","004
118","14","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","16","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","15","3.633","46.7","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
118","15","3.233","53.3","20.0","13.3",".",".",".","13.3",".",".",".",".",".",".",".",".","."
"","118
008","15","3.464","20.0","46.7","26.7",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"ESL: Academic Writing II","Course Total","106","3.533","39.6","40.6","14.2","2.8",".",".","1.9",".",".",".",".",".",".",".","0.9","."
"","122
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
002","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
003","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","43","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","201
001","17","3.294","47.1","11.8","29.4",".","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","006
201","17","3.588","52.9","23.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","201
007","18","3.389","27.8","44.4","11.1","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","201
008","17","3.647","47.1","35.3","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","14","3.536","64.3","21.4","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","201
012","17","3.412","47.1","23.5","23.5",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","201
013","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
201","15","3.467","33.3","40.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","015
201","16","3.469","31.3","37.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 198 of 388",""
