"","999
014","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
017","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
019","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"HDFS
230","Dept. Total","940","3.297","36.3","15.1","20.4","8.7","5.5","1.5","1.4","2.4","",".","7.0","",".","1.2","0.1","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.250",".",".",".","50.0","50.0",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","106","2.915","19.8","21.7","21.7","17.9","12.3","1.9","4.7",".","",".",".","",".",".",".",".",".","."
"Junior","","278","3.312","39.9","12.9","24.1","9.0","6.1","1.4","1.1",".","",".","4.7","",".",".","0.4","0.4",".","."
"Senior","","432","3.313","34.7","14.6","22.2","7.6","3.9","1.6","1.2","1.6","",".","12.3","",".",".",".","0.2",".","."
"Undergraduates","","818","3.252","34.5","14.9","22.7","9.5","5.9","1.6","1.6","0.9","",".","8.1","",".",".","0.1","0.2",".","."
"Special","","14","3.423","42.9","7.1","28.6","14.3",".",".",".",".","",".",".","",".",".",".",".","7.1","."
"Graduate","","106","3.686","49.1","17.0","1.9","1.9","3.8","0.9",".","15.1","",".",".","",".","10.4",".",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","940","3.297","36.3","15.1","20.4","8.7","5.5","1.5","1.4","2.4","",".","7.0","",".","1.2","0.1","0.2","0.1","."
