"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","836","2.875","21.9","12.9","30.9","13.3","11.7","4.3","1.4","3.1","0.1",".","",".","",".","",".",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","276","2.726","12.0","13.4","31.5","17.8","19.2","5.8","0.4",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","265","2.907","23.4","13.2","36.2","14.7","7.2","3.4","1.9",".",".",".","",".","",".","",".",".",".","."
"Junior","","143","2.912","25.9","13.3","30.8","11.2","10.5","2.8","4.2",".","0.7",".","",".","",".","",".",".","0.7","."
"Senior","","96","3.024","26.0","11.5","28.1","6.3","11.5","7.3",".","8.3",".",".","",".","",".","",".",".",".","1.0"
"Undergraduates","","780","2.851","20.1","13.1","32.6","14.1","12.6","4.6","1.5","1.0","0.1",".","",".","",".","",".",".","0.1","0.1"
"Special","","3","3.300",".","33.3","33.3",".",".",".",".",".",".",".","",".","",".","",".",".","33.3","."
"Graduate","","54","3.719","50.0","9.3","5.6","1.9",".",".",".","33.3",".",".","",".","",".","",".",".",".","."
"","Dept. Total","837","2.875","22.0","12.9","30.8","13.3","11.7","4.3","1.4","3.1","0.1",".","",".","",".","",".",".","0.2","0.1"
