"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
016","15","3.533","46.7","20.0","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","017
201","19","3.139","26.3","36.8","21.1",".",".",".","10.5",".",".",".",".",".",".",".",".","5.3"
"","018
201","15","3.761","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","198","3.500","44.9","30.8","16.7","3.0","1.5",".","2.5",".",".",".",".",".",".",".",".","0.5"
"","203
001","18","3.139","11.1","33.3","38.9","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","002
203","18","3.722","72.2",".","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
203","19","3.579","52.6","31.6","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","004
203","14","3.643","64.3","14.3","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","005
203","17","3.471","35.3","23.5","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","86","3.506","46.5","20.9","25.6","3.5","2.3","1.2",".",".",".",".",".",".",".",".",".","."
"","207
001","293","3.327","19.8","39.2","30.4","8.2","1.7",".","0.3",".",".",".",".",".",".","0.3",".","."
"","207
002","282","3.156","14.2","28.0","40.4","12.4","3.9","0.7","0.4",".",".",".",".",".",".",".",".","."
"","003
207","294","3.111","15.3","29.3","36.1","11.9","3.7","1.0","2.4",".",".",".",".",".",".","0.3",".","."
"","207
004","239","3.364","27.6","36.0","23.0","10.9","1.7","0.4","0.4",".",".",".",".",".",".",".",".","."
"","005
207","293","3.255","17.7","39.2","27.0","10.6","3.1","0.3","1.0","0.3",".",".",".",".",".",".",".","0.7"
"","207
007","39","3.763","53.8","41.0","2.6",".",".",".",".",".",".",".",".",".","2.6",".",".","."
"","207
092","21","3.381","23.8","42.9","19.0","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Lit, I","Course Total","1461","3.254","19.6","34.6","30.7","10.5","2.7","0.5","0.9","0.1",".",".",".",".","0.1","0.1",".","0.1"
"","208
001","217","3.295","21.7","35.9","26.3","12.0","4.1",".",".",".",".",".",".",".",".",".",".","."
"","092
208","146","3.298","21.9","43.2","22.6","5.5","4.8",".","2.1",".",".",".",".",".",".",".",".","."
"Intro Modern Lit, II","Course Total","363","3.296","21.8","38.8","24.8","9.4","4.4",".","0.8",".",".",".",".",".",".",".",".","."
"","215
002","39","2.967","5.1","17.9","46.2","28.2","2.6",".",".",".",".",".",".",".",".",".",".","."
"","215
003","34","3.286","26.5","32.4","26.5","8.8","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"","004
215","88","3.122","10.2","33.0","34.1","11.4","9.1",".",".","1.1",".",".",".",".",".","1.1",".","."
"English Lit before 1800","Course Total","161","3.118","12.4","29.2","35.4","14.9","6.2","0.6",".","0.6",".",".",".",".",".","0.6",".","."
"English Lit 1800-Present","216
001","110","2.771","9.1","13.6","36.4","15.5","20.0","2.7","1.8","0.9",".",".",".",".",".",".",".","."
"American Lit 1620-Present","217
001","105","3.350","22.9","35.2","31.4","4.8","3.8",".",".","1.0",".",".",".",".",".","1.0",".","."
"Shakespearean Drama","219
001","190","2.886","17.4","10.5","42.6","11.1","11.1","1.6","4.7","0.5",".",".",".",".",".","0.5",".","."
"","236
001","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","236
002","17","3.647","70.6","23.5",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","38","3.776","76.3","18.4","2.6",".",".",".","2.6",".",".",".",".",".",".",".",".","."
"Women in Literature","250
001","37","3.250","5.4","45.9","37.8","8.1",".",".",".",".",".",".",".",".",".","2.7",".","."
"Survey of Asian Americn Lit","270
001","27","3.352","29.6","33.3","25.9",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","281
001","18","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","281
002","16","3.469","37.5","25.0","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Honors: Introductory Lit","Course Total","34","3.441","26.5","38.2","32.4","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","15","3.667","40.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
300","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","46","3.739","52.2","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
301","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","16","3.656","37.5","56.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
301","12","3.292","33.3","41.7","16.7",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","301
005","15","3.821","60.0","33.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 199 of 388",""
