"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"","ENGR MECHANICS & ASTRONA","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"346","E M A","","","","","","","","","","","","","","","","","",""
"Space Dynamics","","742
001
7","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Master's Research or Thesis","790
005
2","***","","","","","","","","","",".",".",".",".",".",".","."
"","","890
009
1","***","","","","","","","","","",".",".",".",".",".",".","."
"","","890
040
2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Pre-Dissertator Research","Course Total
3","***","","","","","","","","","","","","","","","",""
"","Research and Thesis","990
040
2","***","","","","","","","","","",".",".",".",".",".",".","."
"346","E M A","609
Dept. Total","3.034","20.4","20.0","29.2","13.8","10.7","2.5","1.0","1.1",".",".",".","0.7",".","0.3","0.3","."
