"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2372","3.354","29.7","15.2","18.2","4.1","3.0","0.2","0.0","25.2","",".",".",".","4.1","0.1",".","0.0","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.729","74.3","20.0",".",".","2.9",".","2.9",".","",".",".",".",".",".",".",".","."
"Sophomore","","15","3.395","60.0","26.7","6.7",".","6.7",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","13","3.030","61.5","7.7",".","7.7","23.1",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","24","3.030","50.0",".","12.5","8.3","20.8","4.2",".",".","",".",".",".","4.2",".",".",".","."
"Undergraduates","","87","3.235","63.2","13.8","4.6","3.4","11.5","1.1","1.1",".","",".",".",".","1.1",".",".",".","."
"Special","","7","3.286","42.9",".","14.3",".","14.3",".",".","14.3","",".",".",".",".",".",".","14.3","."
"Graduate","","118","3.686","26.3","7.6","3.4",".","0.8",".",".","50.8","",".",".",".","11.0",".",".",".","."
"Prof Yr 1","","440","3.252","31.1","20.0","25.2","8.2","6.6","0.7",".","7.0","",".",".",".",".",".",".",".","1.1"
"Prof Yr 2","","562","3.321","16.4","28.3","28.8","7.1","2.3",".",".","2.8","",".",".",".","13.9","0.4",".",".","."
"Prof Yr 3","","749","3.339","30.3","11.9","19.6","2.5","2.1",".",".","22.4","",".",".",".","11.1",".",".",".","."
"Prof Yr 4","","570","3.954","27.9","0.7","0.5",".",".",".",".","70.9","",".",".",".",".",".",".",".","."
"Professionals","","2321","3.352","26.5","14.6","18.2","4.1","2.5","0.1",".","26.7","",".",".",".","6.9","0.1",".",".","0.2"
"","College Total","2533","3.354","27.8","14.3","17.1","3.9","2.8","0.2","0.0","26.8","",".",".",".","6.9","0.1",".","0.0","0.2"
