"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR BIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","681
001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis","692
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies-Molec Biol","699
001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MOL BIOL
650","Dept. Total","","36","3.956","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
