"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","337","3.696","65.9","18.7","11.9","0.9","1.2","0.3","0.6","",".","",".",".",".","",".","0.3","0.3",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","82","3.537","58.5","22.0","9.8","2.4","2.4",".","2.4","",".","",".",".",".","",".","1.2","1.2",".","."
"Sophomore","","93","3.678","64.5","17.2","15.1","1.1","1.1","1.1",".","",".","",".",".",".","",".",".",".",".","."
"Junior","","94","3.689","63.8","21.3","13.8",".","1.1",".",".","",".","",".",".",".","",".",".",".",".","."
"Senior","","68","3.824","79.4","13.2","7.4",".",".",".",".","",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","337","3.696","65.9","18.7","11.9","0.9","1.2","0.3","0.6","",".","",".",".",".","",".","0.3","0.3",".","."
"","College Total","337","3.696","65.9","18.7","11.9","0.9","1.2","0.3","0.6","",".","",".",".",".","",".","0.3","0.3",".","."
