"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"First Semester Greek","103
001","","16","3.467","25.0","43.8","18.8","6.3",".",".",".","6.3",".",".",".",".",".",".",".","."
"First Semester Greek","303
001","","8","3.313","62.5","12.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Intermediate Greek","305
001","","11","3.682","54.5","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Greek Comedy","520
001","","9","3.500","77.8","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"Herodotus","531
001","","13","3.708","69.2","7.7",".","15.4",".",".",".",".",".",".",".",".",".",".",".","7.7"
"","699
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Individual Research Thesis","890
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Related Fields","970
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"GREEK
428","Dept. Total","","63","3.500","55.6","22.2","6.3","6.3",".",".","4.8","3.2",".",".",".",".",".",".",".","1.6"
