"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practicum-Teaching Japanese","208
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practcm-Secondry Sch French","246
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practcm-Secondry Sch German","247
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practm:Secondry Sch Spanish","256
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","22","3.762","50.0","45.5",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"","305
002","","21","3.810","66.7","28.6","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
305","","19","3.737","84.2","10.5",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","62","3.770","66.1","29.0","1.6",".",".",".","1.6",".",".",".",".",".","1.6",".",".","."
"Methods-Teaching Japanese","308
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","322
001","","21","3.881","85.7","4.8","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","21","3.833","85.7",".","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art:Pre-Middle Schl","Course Total","","57","3.868","84.2","7.0","7.0","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of French","346
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of German","347
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","354
001","","23","3.870","87.0","8.7",".",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","22","3.864","86.4","9.1",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Music:Presch-Middl Sch","Course Total","","69","3.899","88.4","8.7",".",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Spanish","356
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359
001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Ed:Pre-Middle Schl","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prac-Early Chldhd Ed-Kinder","363
001","","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","364
001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","25","3.940","96.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Educ:Preschl-Mid Schl","Course Total","","77","3.981","98.7",".",".","1.3",".",".",".",".",".",".",".",".",".",".",".","."
