"TERM : 1002","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1999-2000","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY PRACTICE","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","","",""
"PHM PRAC
728","Dept. Total","625","3.565","52.8","15.5","16.3","5.3","3.0","0.3","0.3","",".","",".","6.1","",".","0.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".",".","",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".",".","",".",".",".","."
"Senior","","116","3.881","63.8","10.3","2.6","0.9",".",".",".","",".","",".","22.4","",".",".","",".",".",".","."
"Undergraduates","","118","3.882","64.4","10.2","2.5","0.8",".",".",".","",".","",".","22.0","",".",".","",".",".",".","."
"Special","","18","2.700","38.9",".","27.8",".","16.7","5.6","11.1","",".","",".",".","",".",".","",".",".",".","."
"Graduate","","13","3.800","61.5","23.1",".",".",".",".",".","",".","",".",".","",".","15.4","",".",".",".","."
"Prof Yr 1","","156","3.798","86.5","5.1","5.8",".",".","0.6",".","",".","",".",".","",".","1.9","",".",".",".","."
"Prof Yr 2","","235","3.551","65.5","10.6","14.9","3.0","2.1","0.4",".","",".","",".","2.6","",".","0.9","",".",".",".","."
"Prof Yr 3","","386","3.353","59.8","12.2","17.6","6.5","3.1",".",".","",".","",".","0.8","",".",".","",".",".",".","."
"Prof Yr 4","","19","3.923","73.7","10.5",".",".",".",".",".","",".","",".","15.8","",".",".","",".",".",".","."
"Professionals","","796","3.473","67.1","10.3","14.1","4.0","2.1","0.3",".","",".","",".","1.5","",".","0.6","",".",".",".","."
"","Dept. Total","945","3.565","66.1","10.3","12.7","3.5","2.1","0.3","0.2","",".","",".","4.0","",".","0.7","",".",".",".","."
