"Senior Honors Thesis","682
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Senior Thesis","691
001","","7","3.929","85.7","14.3","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Senior Thesis","692
001","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Studies-Molec Biol","699
001","","17","4.000","100.0",".","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"MOL BIOL
650","Dept. Total","","36","3.956","91.7","8.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","5","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","30","3.949","90.0","10.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","35","3.956","91.4","8.6","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","36","3.956","91.7","8.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
