"","999
027","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
039","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
056","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","11","4.000","72.7",".",".",".",".",".",".","27.3",".",".","",".",".",".",".",".","."
"ED PSYCH
315","Dept. Total","1190","3.562","55.8","14.1","12.8","4.4","4.4","1.0","0.7","5.9","0.1",".","",".","0.3","0.3","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","2.604","23.5","11.8","17.6","17.6","5.9","17.6","5.9",".",".",".","",".",".",".",".",".","."
"Sophomore","","260","3.506","58.8","11.5","13.5","5.8","8.5","1.2","0.4",".",".",".","",".",".","0.4",".",".","."
"Junior","","302","3.505","56.6","12.3","17.9","5.3","4.3","1.0","1.3","0.7",".",".","",".",".","0.3","0.3",".","."
"Senior","","235","3.480","48.5","26.0","10.6","6.8","5.1","1.3","0.9","0.9",".",".","",".",".",".",".",".","."
"Undergraduates","","814","3.480","54.3","16.0","14.4","6.1","5.9","1.5","1.0","0.5",".",".","",".",".","0.2","0.1",".","."
"Special","","40","3.625","57.5","15.0","15.0",".","5.0",".",".","7.5",".",".","",".",".",".",".",".","."
"Graduate","","336","3.801","59.2","9.5","8.6","0.6","0.6",".",".","18.8","0.3",".","",".","1.2","0.6","0.3","0.3","."
"","Dept. Total","1190","3.562","55.8","14.1","12.8","4.4","4.4","1.0","0.7","5.9","0.1",".","",".","0.3","0.3","0.2","0.1","."
