"Research","Course Total","10","",".",".",".",".",".",".","",".","80.0",".",".",".","20.0","",".",".",".","."
"","999
007","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","999
010","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"S&A PHM
732","Dept. Total","306","3.377","32.7","21.9","22.2","9.8","4.2","1.0","",".","7.5",".",".",".","0.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","4","3.850","75.0","25.0",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","4","3.550","50.0","25.0","25.0",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","10","3.720","60.0","30.0","10.0",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","28","3.714","7.1",".","3.6",".",".",".","",".","82.1",".",".",".","7.1","",".",".",".","."
"Prof Yr 1","","133","3.514","47.4","21.8","21.1","5.3","3.0","1.5","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 2","","103","3.022","9.7","27.2","32.0","21.4","8.7","1.0","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","31","3.659","58.1","22.6","16.1","3.2",".",".","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","268","3.358","34.3","23.9","24.6","11.2","4.9","1.1","",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","306","3.377","32.7","21.9","22.2","9.8","4.2","1.0","",".","7.5",".",".",".","0.7","",".",".",".","."
