"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"Intro-Error-Correctng Codes","641","001","","13","3.542","53.8","7.7","15.4","15.4",".",".",".","7.7",".",".",".",".",".",".",".","."
"","681","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","106","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Math Meth in Physics & Engr","701","001","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Methods of Applied Math 1","703","001","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Statistics","709","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Numerical Functional Anal","717","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"First Crse in Real Analysis","721","001","","30","3.603","50.0","16.7","30.0",".",".",".",".",".",".",".",".",".",".","3.3",".","."
"Nonlinear Progrmg Thry&Appl","726","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Stochastic Differntl Equatn","735","001","","10","3.722","60.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".","."
"Abstract Algebra","741","001","","22","3.477","54.5","22.7","13.6",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"Rings and Modules","746","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Topology I","751","001","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6.3"
"Algebraic Topology I","753","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Differentiable Manifolds","761","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Algebraic Geometry","763","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Mathematics","770","001","","12","3.591","41.7","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","8.3"
"Recursion Theory","773","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Nonlin Dyn,Bifurcatn,Chaos","777","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Meth of Appld Math","812","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Partial Differential Equatn","819","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Complex Analysis","823","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourier Analysis","827","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory of Probability","831","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Topics in Algebra","841","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Rings & Algebras","843","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Algebraic Geom","863","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Foundations","873","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Combinatorics","875","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Partial Differential Equatn","883","001","","6","3.250","16.7","16.7","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr in Math Education","903","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Algebra","","Course Total","","5","***","","","","","","","","","","","","","","","",""
