"","990
049","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
055","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","64","",".",".",".",".",".",".",".","96.9",".",".",".","3.1",".",".",".","."
"ZOOLOGY
970","Dept. Total","3587","3.024","27.0","14.4","28.0","8.3","14.1","4.2","0.9","1.9",".","0.9",".","0.1","0.0","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","467","2.660","15.4","13.9","27.8","9.0","23.3","8.4","1.7",".",".",".",".",".","0.2","0.2",".","."
"Sophomore","","1209","2.977","22.8","14.6","31.7","9.6","15.1","5.3","0.7",".",".",".",".",".",".",".","0.1","0.1"
"Junior","","799","3.059","27.8","15.8","29.2","7.3","14.8","3.1","1.1",".",".","1.0",".",".",".",".",".","."
"Senior","","914","3.192","34.9","14.2","25.8","8.4","10.0","2.5","0.8","0.3",".","2.8",".",".",".","0.1",".","0.1"
"Undergraduates","","3389","3.009","26.2","14.7","29.0","8.6","14.8","4.5","0.9","0.1",".","1.0",".",".","0.0","0.1","0.0","0.1"
"Special","","50","3.339","40.0","22.0","26.0","4.0","4.0","2.0",".",".",".",".",".",".",".","2.0",".","."
"Graduate","","148","3.630","39.9","4.1","5.4","2.0","2.0",".",".","43.9",".",".",".","1.4",".",".",".","1.4"
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3588","3.024","27.0","14.4","28.0","8.3","14.1","4.2","0.9","1.9",".","0.9",".","0.1","0.0","0.1","0.0","0.1"
