"","990
052","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
061","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Marketing","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"Readng & Rsch-Marketing PhD","999
120","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MARKETNG
237","Dept. Total","1558","3.267","20.5","31.3","34.5","9.5","3.1","0.4","",".","0.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","2.833",".","33.3",".","66.7",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","487","3.183","13.3","25.1","47.4","13.1","1.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","777","3.205","16.0","32.9","35.1","9.7","5.3","0.9","",".","0.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1267","3.195","14.9","29.9","39.8","11.1","3.6","0.6","",".","0.1","",".",".","",".","",".","",".",".",".","."
"Special","","45","3.432","28.9","40.0","17.8","8.9","2.2",".","",".","2.2","",".",".","",".","",".","",".",".",".","."
"Graduate","","246","3.648","48.0","36.6","10.6","1.2","0.4",".","",".","3.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1558","3.267","20.5","31.3","34.5","9.5","3.1","0.4","",".","0.6","",".",".","",".","",".","",".",".",".","."
