"Women in Medieval Society","416
001","","12","3.208","50.0","8.3","25.0",".","8.3",".","8.3",".","",".","",".",".","",".","",".","",".",".","."
"The Vikings","430
001","","18","3.029",".","38.9","38.9","11.1",".","5.6",".",".","",".","",".",".","",".","",".","","5.6",".","."
"Mediaeval Latin","563
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Survey German Lit to 1750","611
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","44","3.166","29.5","22.7","31.8","4.5","2.3","2.3","4.5","",".","",".",".","",".","",".","",".","2.3",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","1.286",".",".","50.0",".",".",".","50.0","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","3.058","8.3","41.7","33.3","8.3",".","8.3",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","26","3.253","30.8","19.2","34.6","3.8","3.8",".","3.8","",".","",".",".","",".","",".","",".","3.8",".","."
"Undergraduates","","","40","3.094","22.5","25.0","35.0","5.0","2.5","2.5","5.0","",".","",".",".","",".","",".","",".","2.5",".","."
"Graduate","","","4","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","44","3.166","29.5","22.7","31.8","4.5","2.3","2.3","4.5","",".","",".",".","",".","",".","",".","2.3",".","."
