"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","435","2.708","17.0","10.8","26.0","10.8","25.3","8.7","1.1",".",".",".",".",".","0.2",".",".","."
"","002
101","429","2.533","11.4","8.9","28.0","9.6","28.2","11.2","2.3","0.2",".",".",".",".",".","0.2",".","."
"Animal Biology","Course Total","864","2.621","14.2","9.8","27.0","10.2","26.7","10.0","1.7","0.1",".",".",".",".","0.1","0.1",".","."
"","102
001","27","3.222","37.0","14.8","33.3",".","11.1",".","3.7",".",".",".",".",".",".",".",".","."
"","102
002","24","3.271","37.5","12.5","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","102
003","25","3.146","16.0","28.0","28.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".","4.0"
"","102
004","28","3.464","28.6","46.4","17.9","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","005
102","24","3.167","16.7","33.3","37.5",".","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","102
006","27","3.259","29.6","25.9","33.3","3.7","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"","102
007","29","3.259","27.6","17.2","37.9","13.8","3.4",".",".",".",".",".",".",".",".",".",".","."
"","102
008","28","3.679","53.6","32.1","10.7","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","27","3.685","55.6","25.9","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","21","3.405","28.6","33.3","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","30","3.467","36.7","23.3","36.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","012
102","28","3.375","42.9","17.9","21.4","7.1","10.7",".",".",".",".",".",".",".",".",".",".","."
"","102
013","28","3.339","35.7","21.4","28.6","10.7",".","3.6",".",".",".",".",".",".",".",".",".","."
"","102
014","28","3.179","28.6","14.3","32.1","14.3","10.7",".",".",".",".",".",".",".",".",".",".","."
"","102
015","24","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","27","3.093","14.8","22.2","48.1","3.7","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"","102
017","27","3.519","40.7","37.0","14.8",".","7.4",".",".",".",".",".",".",".",".",".",".","."
"","102
018","25","3.360","28.0","28.0","36.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","019
102","28","2.929","14.3","17.9","35.7","17.9","10.7",".","3.6",".",".",".",".",".",".",".",".","."
"","102
020","22","3.429","45.5","9.1","27.3","9.1","4.5",".",".",".",".",".",".",".",".","4.5",".","."
"","102
021","23","3.261","43.5","13.0","21.7","13.0","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","550","3.331","33.3","23.8","28.9","6.9","5.5","0.5","0.7",".",".",".",".",".",".","0.2",".","0.2"
"","151
001","259","3.085","30.5","7.3","37.5","8.9","10.8","4.6","0.4",".",".",".",".",".",".",".",".","."
"","151
002","277","3.155","23.8","23.5","30.3","9.7","10.1","2.5",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","536","3.121","27.1","15.7","33.8","9.3","10.4","3.5","0.2",".",".",".",".",".",".",".",".","."
"Introductory Biology","152
001","144","2.806","17.4","10.4","34.7","9.0","21.5","4.9","2.1",".",".",".",".",".",".",".",".","."
"Heredity","160
001","21","2.950","23.8","9.5","33.3","9.5","9.5","9.5",".","4.8",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","96","2.967","27.1","6.3","35.4","7.3","17.7","6.3",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","24","2.932","29.2","8.3","20.8","12.5","8.3","12.5",".","4.2",".",".",".",".",".","4.2",".","."
"Limnology-Aquatic Resources","315
001","106","2.972","35.8","2.8","26.4","2.8","27.4","2.8","1.9",".",".",".",".",".",".",".",".","."
"","316
001","20","3.525","50.0","15.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","316
002","13","3.308","23.1","30.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","316
003","20","3.350","15.0","50.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","53","3.406","30.2","32.1","26.4","11.3",".",".",".",".",".",".",".",".",".",".",".","."
"Ethology","330
001","122","2.922","9.8","11.5","50.8","13.9","11.5","2.5",".",".",".",".",".",".",".",".",".","."
"Extinction of Species","360
001","179","3.391","33.5","30.2","27.9","4.5","2.2",".","1.7",".",".",".",".",".",".",".",".","."
"","380
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","380
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Proseminar","Course Total","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Topics in Biology","400
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Compar Anatomy-Vertebrates","430
001","117","3.061","31.6","11.1","22.2","15.4","15.4","4.3",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 310 of 388",""
