"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","20","3.955","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"712
Solid State Power Conversn","001","","12","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Electrmgntc Dsgn-AC Machins","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"714
Utilty Appl-Powr Electroncs","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"717
Linear Systems","001","","23","3.500","47.8","8.7","39.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"724
Waves&Instabilities-Plasmas","001","","6","3.750","33.3","33.3",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"730
Probability&Stochastic Proc","001","","22","3.452","27.3","36.4","27.3","4.5",".",".",".",".",".",".",".",".",".","4.5",".","."
"732
Adv Digital Signal Procesng","001","","25","3.220","24.0","28.0","24.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"745
Solid State Electronics","001","","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"748
Linear Waves","001","","14","3.321","35.7","14.3","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"749
Coher Generatn&Particl Beam","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","10","3.550","40.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"753
Fault-Tolerant Computing","001","","16","3.469","37.5","37.5","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","22","3.705","54.5","31.8","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"777
Nonlin Dyn,Bifurcatn,Chaos","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"790","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 116 of 388",""
