"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing","150
001","167","3.868","80.8","16.8","0.6","1.2",".",".","0.6",".","",".","",".",".","",".","",".","",".",".","."
"Undergrad Research Experience","250
001","32","3.204","21.9","34.4","25.0","6.3","9.4","3.1",".",".","",".","",".",".","",".","",".","",".",".","."
"INTER-LS
502","Dept. Total","199","3.660","71.4","19.6","4.5","2.0","1.5","0.5","0.5","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","163","3.725","74.2","20.2","1.2","2.5","0.6","0.6","0.6","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","34","3.442","55.9","17.6","20.6",".","5.9",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","199","3.660","71.4","19.6","4.5","2.0","1.5","0.5","0.5","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","199","3.660","71.4","19.6","4.5","2.0","1.5","0.5","0.5","",".","",".",".","",".","",".","",".",".",".","."
