"NEUROPHYSIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular&Molecular Neurosci","610
001","","20","3.342","40.0","15.0","25.0",".","15.0",".","",".","",".","",".","",".",".","",".","","5.0",".",".","."
"NEUROPHY
680","Dept. Total","","20","3.342","40.0","15.0","25.0",".","15.0","",".","",".","",".","",".",".","",".","",".","5.0",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","3.250",".","50.0","50.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","2","3.250",".","50.0","50.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","","16","3.333","43.8","12.5","18.8",".","18.8","",".","",".","",".","",".",".","",".","",".","6.3",".",".","."
"Prof Yr 3","","","2","3.500","50.0",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Professionals","","","2","3.500","50.0",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","20","3.342","40.0","15.0","25.0",".","15.0","",".","",".","",".","",".",".","",".","",".","5.0",".",".","."
