"ALS","","","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","",""
"M&ENVTOX
Dept. Total
362","210","3.233","14.8","12.4","20.0","10.0","3.3","",".","1.0","26.7","",".",".","",".","11.0","",".","0.5","0.5","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","5","2.900",".","20.0","60.0",".","20.0","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","19","2.952","10.5","26.3","15.8","36.8","5.3","",".","5.3",".","",".",".","",".",".","",".",".",".","."
"Senior","55","2.913","5.5","25.5","34.5","23.6","5.5","",".","1.8","1.8","",".",".","",".",".","",".","1.8",".","."
"Undergraduates","79","2.921","6.3","25.3","31.6","25.3","6.3","",".","2.5","1.3","",".",".","",".",".","",".","1.3",".","."
"Special","12","3.333","8.3","16.7","25.0",".",".","",".",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","119","3.473","21.0","3.4","11.8","0.8","1.7","",".",".","41.2","",".",".","",".","19.3","",".",".","0.8","."
"Dept. Total","210","3.233","14.8","12.4","20.0","10.0","3.3","",".","1.0","26.7","",".",".","",".","11.0","",".","0.5","0.5","."
