"L&S","","","","","","","","","","","","","","","","","","","","","",""
"WOMENS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"WOMEN ST
963","Dept. Total","1094","3.365","30.3","34.7","21.9","6.2","3.1","1.0","1.2","0.8","",".",".","",".","",".","0.1","0.4",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","220","3.177","21.8","28.2","30.5","10.9","5.9","1.4","1.4",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","154","3.327","23.4","41.6","22.1","6.5","3.9","1.3","0.6","0.6","",".",".","",".","",".",".",".",".","."
"Junior","","317","3.378","29.7","36.3","21.1","6.6","3.8","0.3","0.9",".","",".",".","",".","",".","0.3","0.9",".","."
"Senior","","376","3.455","36.7","35.1","18.9","3.2","0.8","1.3","1.6","2.1","",".",".","",".","",".",".","0.3",".","."
"Undergraduates","","1067","3.356","29.6","35.0","22.4","6.3","3.2","1.0","1.2","0.8","",".",".","",".","",".","0.1","0.4",".","."
"Special","","16","3.700","43.8","43.8","6.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","6.3"
"Graduate","","11","3.850","81.8",".",".","9.1",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1094","3.365","30.3","34.7","21.9","6.2","3.1","1.0","1.2","0.8","",".",".","",".","",".","0.1","0.4",".","0.1"
