"HEC","","","","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","502","3.420","35.1","27.1","21.9","7.6","3.8","",".","0.2","2.0","",".","2.0","",".","0.2","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","21","3.149","33.3","14.3","23.8","14.3","4.8","",".","4.8",".","",".","4.8","",".",".","",".",".",".","."
"Junior","","131","3.454","35.1","28.2","25.2","8.4","1.5","",".",".",".","",".","1.5","",".",".","",".",".",".","."
"Senior","","329","3.407","35.0","28.6","21.9","7.3","4.9","",".",".",".","",".","2.1","",".",".","",".","0.3",".","."
"Undergraduates","","481","3.411","34.9","27.9","22.9","7.9","4.0","",".","0.2",".","",".","2.1","",".",".","",".","0.2",".","."
"Special","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","19","3.870","31.6","10.5",".",".",".","",".",".","52.6","",".",".","",".","5.3","",".",".",".","."
"","Dept. Total","502","3.420","35.1","27.1","21.9","7.6","3.8","",".","0.2","2.0","",".","2.0","",".","0.2","",".","0.2",".","."
