"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Intro-Competitv Manufactrng","Course Total","86","2.594","2.3","14.0","22.1","29.1","29.1","1.2","1.2",".",".",".",".",".",".",".",".","1.2"
"Intro to Dynamic Systems","001
340","86","2.776","16.3","12.8","18.6","33.7","10.5","3.5","3.5",".",".",".",".",".",".","1.2",".","."
"Design of Machine Elements","342
001","73","2.658","5.5","26.0","11.0","26.0","26.0","2.7","2.7",".",".",".",".",".",".",".",".","."
"","349
001","15","3.733","66.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","349
003","13","3.038",".","23.1","61.5","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","349
004","11","3.182","36.4","27.3","9.1","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","349
005","13","3.500","23.1","53.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","57","3.351","29.8","26.3","35.1","5.3","1.8","1.8",".",".",".",".",".",".",".",".",".","."
"Advanced Graphic Analysis","350
001","19","3.684","47.4","42.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","28","2.269","7.1","7.1","7.1","21.4","39.3","3.6","7.1","7.1",".",".",".",".",".",".",".","."
"","361
002","26","2.038","7.7","3.8","15.4","19.2","30.8","3.8","19.2",".",".",".",".",".",".",".",".","."
"","361
003","26","2.788","23.1","15.4","15.4","11.5","26.9","3.8","3.8",".",".",".",".",".",".",".",".","."
"","004
361","23","2.609","13.0","21.7","17.4","13.0","21.7","4.3","8.7",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","103","2.421","12.6","11.7","13.6","16.5","30.1","3.9","9.7","1.9",".",".",".",".",".",".",".","."
"","363
001","23","3.214","26.1","17.4","26.1","13.0","8.7",".",".","4.3",".",".",".",".",".","4.3",".","."
"","002
363","39","3.026","17.9","12.8","43.6","12.8","5.1","5.1",".",".",".",".",".",".",".",".",".","2.6"
"","363
003","37","2.932","32.4","10.8","16.2","18.9","13.5","2.7","5.4",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","99","3.031","25.3","13.1","29.3","15.2","9.1","3.0","2.0","1.0",".",".",".",".",".","1.0",".","1.0"
"","364
001","28","3.389","35.7","21.4","28.6","3.6","7.1",".",".","3.6",".",".",".",".",".",".",".","."
"","364
002","34","3.162","11.8","41.2","20.6","20.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","364
003","20","2.325","10.0","10.0","20.0","25.0","15.0","5.0","15.0",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","82","3.031","19.5","26.8","23.2","15.9","8.5","1.2","3.7","1.2",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","84","2.667","10.7","15.5","20.2","22.6","21.4","9.5",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","66","2.667","9.1","6.1","24.2","30.3","30.3",".",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","001
379","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Feedback Control Lab","409
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
001","20","3.475","45.0","25.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","417
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","28","3.556","46.4","28.6","10.7","7.1","3.6",".",".",".",".",".",".",".","3.6",".",".","."
"","418
001","36","3.629","55.6","19.4","13.9","8.3",".",".",".","2.8",".",".",".",".",".",".",".","."
"","418
002","14","3.536","57.1","7.1","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","418
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","54","3.604","55.6","16.7","16.7","9.3",".",".",".","1.9",".",".",".",".",".",".",".","."
"Stat Expermntl Design-Engrs","424
001","19","3.605","47.4","36.8","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Metal Cutting","429
001","24","3.354","25.0","25.0","45.8","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Weld Proc&Matrl Selectn","437
001","42","3.536","33.3","40.5","26.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dynamic Problems in Design","440
001","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
001","21","3.548","52.4","33.3","9.5",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","446
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","Course Total","24","3.583","54.2","33.3","8.3",".",".",".","4.2",".",".",".",".",".",".",".",".","."
