"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"699","103","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","12","3.638","58.3","8.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","8.3"
"701
Construction of Compilers","001","","23","3.587","47.8","21.7","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"717
Numerical Functional Anal","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"720
Integer Programming","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726
Nonlinear Progrmg Thry&Appl","001","","18","3.472","44.4","16.7","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","25","3.688","60.0","28.0","4.0",".",".","4.0",".","4.0",".",".",".",".",".",".",".","."
"737
Computer System Performance","001","","32","3.855","71.9","21.9","3.1",".",".",".",".",".",".",".",".",".","3.1",".",".","."
"752
Adv Computer Architecture I","001","","25","3.460","28.0","36.0","36.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"760
Machine Learning","001","","18","3.694","44.4","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","29","3.759","58.6","34.5","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"771
Computational Linguistics","001","","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"799","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","105","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","108","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","35","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"838","001","","39","3.553","43.6","23.1","28.2","2.6",".",".",".",".",".",".",".",".",".","2.6",".","."
"838","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","43","3.583","46.5","23.3","25.6","2.3",".",".",".",".",".",".",".",".",".","2.3",".","."
"883
Partial Differential Equatn","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","086","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 188 of 388",""
