"TERM : 1002","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1999-2000","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","153","3.401","26.8","17.6","14.4","2.6","3.9","",".","1.3","26.1","",".",".","",".","5.2","",".",".","2.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","2.800","33.3",".","33.3",".",".","",".","16.7",".","",".",".","",".",".","",".",".","16.7","."
"Sophomore","","8","3.096","25.0","37.5","12.5",".","25.0","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","22","3.370","40.9","27.3","13.6","9.1","9.1","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","42","3.346","28.6","31.0","28.6","2.4","4.8","",".","2.4",".","",".",".","",".",".","",".",".","2.4","."
"Undergraduates","","78","3.298","32.1","28.2","23.1","3.8","7.7","",".","2.6",".","",".",".","",".",".","",".",".","2.6","."
"Special","","6","3.571","33.3","33.3","33.3",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","69","3.811","20.3","4.3","2.9","1.4",".","",".",".","58.0","",".",".","",".","11.6","",".",".","1.4","."
"","Dept. Total","153","3.401","26.8","17.6","14.4","2.6","3.9","",".","1.3","26.1","",".",".","",".","5.2","",".",".","2.0","."
