"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
020","21","3.477","42.9","38.1","4.8","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","226
021","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
226","23","3.109","17.4","34.8","26.1","4.3","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"3rd Yr Lang-Written Exprssn","Course Total","467","3.369","32.1","28.7","27.2","4.3","4.7","0.6","0.6","1.7",".",".",".",".",".",".",".","."
"","311
001","31","3.339","25.8","32.3","32.3","3.2","6.5",".",".",".",".",".",".",".",".",".",".","."
"","311
002","22","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
311","19","3.684","57.9","26.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","004
311","21","2.929","14.3","28.6","33.3","4.8","9.5","4.8","4.8",".",".",".",".",".",".",".",".","."
"","311
005","21","3.600","52.4","33.3",".","4.8",".","4.8",".","4.8",".",".",".",".",".",".",".","."
"","311
006","30","3.038","20.0","10.0","40.0","13.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"Fourth Yr Language Practice","Course Total","144","3.349","35.4","25.7","24.3","5.6","6.3","1.4","0.7","0.7",".",".",".",".",".",".",".","."
"Spanish Phonetics","001
320","33","3.125","27.3","15.2","30.3","9.1","12.1","3.0",".","3.0",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","322
001","20","3.421","20.0","55.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".","5.0",".","."
"","323
001","40","3.263","17.5","30.0","35.0","12.5","2.5",".",".","2.5",".",".",".",".",".",".",".","."
"","002
323","14","3.511","42.9","28.6","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"Adv Lang Prac-Expos Writing","Course Total","54","3.331","24.1","29.6","29.6","11.1","3.7",".",".","1.9",".",".",".",".",".",".",".","."
"Old Spanish","335
001","17","3.059","29.4","29.4","17.6","5.9","5.9","5.9","5.9",".",".",".",".",".",".",".",".","."
"College Teaching of Spanish","351
001","13","4.000","84.6",".",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"Spanish Civilization","361
001","59","3.260","27.1","28.8","23.7","13.6","3.4",".","1.7","1.7",".",".",".",".",".",".",".","."
"Spanish Amer Poetry & Essay","464
001","30","3.111","26.7","16.7","23.3","13.3","20.0",".",".",".",".",".",".",".",".",".",".","."
"Literatura Hispanoamericana","516
001","22","3.286","22.7","31.8","31.8","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","520
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","001
520","24","3.717","58.3","20.8","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","520
002","26","3.650","53.8","19.2","23.1",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Topics in Hispanic Culture","Course Total","51","3.680","54.9","21.6","21.6",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"Topics-Span: Study Abroad","599
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Historia-Teoria Literaria","627
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
044","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"Topics-Spanish American Lit","716
001","21","3.763","57.1","23.8","9.5",".",".",".",".","4.8",".",".",".",".","4.8",".",".","."
"Seminar in Golden Age Drama","751
001","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar: Costumbrismo","763
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Spanish American Lit","801
001","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Philologicl Smr-Old Spanish","812
001","7","3.800","57.1",".","14.3",".",".",".",".","14.3",".",".",".",".","14.3",".",".","."
"Romance Philology","817
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","899
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","899
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","899
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","5","***","","","","","","","","","","","","","","","",""
"","990
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 299 of 388",""
