"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","59","3.549","47.5","32.2","6.8","8.5","1.7","1.7",".","","1.7",".","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","59","3.549","47.5","32.2","6.8","8.5","1.7","1.7","",".","1.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","21","3.469","42.9","38.1","4.8","9.5",".","4.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","17","3.529","47.1","29.4","11.8","5.9","5.9",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","10","3.850","70.0","30.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","8","3.500","37.5","37.5","12.5","12.5",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","56","3.559","48.2","33.9","7.1","7.1","1.8","1.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","3.250","33.3",".",".","33.3",".",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","59","3.549","47.5","32.2","6.8","8.5","1.7","1.7","",".","1.7","",".",".","",".","",".","",".",".",".","."
