"","201
002","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"The Air Force Way I","Course Total","","10","3.400","40.0","20.0","30.0",".","10.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Air Force Leadership&Mgt I","303
001","","14","3.393","28.6","21.4","50.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Preparatn for Active Duty I","401
001","","14","3.714","57.1","28.6","14.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","58","3.570","46.6","27.6","24.1",".","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","16","3.781","62.5","31.3","6.3",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","10","3.500","40.0","20.0","40.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.407","23.5","41.2","29.4",".","5.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","15","3.667","60.0","13.3","26.7",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","58","3.570","46.6","27.6","24.1",".","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","58","3.570","46.6","27.6","24.1",".","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
