"","990
038","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
057","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"Independent Work","999
057","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"G L E
418","Dept. Total","108","3.436","37.0","24.1","18.5","5.6","2.8","",".","",".","9.3","",".",".","",".","1.9","",".",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","3.167",".","66.7",".","33.3",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","18","3.236","22.2","22.2","50.0","5.6",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","57","3.400","42.1","29.8","15.8","7.0","5.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","78","3.364","35.9","29.5","23.1","7.7","3.8","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","30","3.739","40.0","10.0","6.7",".",".","",".","",".","33.3","",".",".","",".","6.7","",".",".","3.3","."
"","Dept. Total","108","3.436","37.0","24.1","18.5","5.6","2.8","",".","",".","9.3","",".",".","",".","1.9","",".",".","0.9","."
