"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","20","3.775","70.0","15.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","17","3.765","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
101","","22","3.750","68.2","18.2","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","","19","3.816","73.7","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to the Army and ROTC","Course Total","","78","3.776","69.2","17.9","11.5","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","","25","3.560","64.0","24.0","4.0",".",".","4.0","4.0",".",".",".",".",".",".",".",".","."
"","201
002","","22","3.477","45.5","18.2","27.3","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","201
003","","22","3.909","86.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamntls-Military Map Rdg","Course Total","","69","3.645","65.2","17.4","11.6","1.4","1.4","1.4","1.4",".",".",".",".",".",".",".",".","."
"Mil Leadership & Mgt Theory","331
001","","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mil Comm Skills&Admin Oper","441
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","169","3.721","69.2","16.6","11.2","1.2","0.6","0.6","0.6",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","40","3.511","62.5","20.0","10.0","2.5","2.5",".","2.5",".",".",".",".",".",".",".",".","."
"Sophomore","","","57","3.668","64.9","15.8","15.8","1.8",".","1.8",".",".",".",".",".",".",".",".",".","."
"Junior","","","48","3.778","70.8","16.7","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","24","3.933","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","169","3.721","69.2","16.6","11.2","1.2","0.6","0.6","0.6",".",".",".",".",".",".",".",".","."
"","Dept. Total","","169","3.721","69.2","16.6","11.2","1.2","0.6","0.6","0.6",".",".",".",".",".",".",".",".","."
