"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","293","2.457","17.4","7.5","18.1","11.6","26.3","12.3","6.1",".",".",".",".",".",".",".","0.7","."
"","103
002","311","2.902","15.4","18.0","26.4","18.3","19.9","0.6","1.3",".",".",".",".",".",".",".",".","."
"","103
003","237","2.890","24.5","8.4","27.8","9.3","25.3","3.0","1.3",".",".",".",".",".",".","0.4",".","."
"","004
103","224","2.837","21.9","10.3","34.8","8.9","13.4","6.7","4.0",".",".",".",".",".",".",".",".","."
"","005
103","280","3.022","28.2","13.2","29.6","4.6","18.2","2.9","2.1",".",".",".",".",".","0.4",".","0.4","0.4"
"","103
006","237","2.821","16.5","3.8","45.6","6.8","22.4","4.6","0.4",".",".",".",".",".",".",".",".","."
"","103
007","229","2.810","14.8","14.0","27.1","15.3","24.9","3.5","0.4",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1811","2.817","19.8","11.0","29.4","10.9","21.5","4.8","2.3",".",".",".",".",".","0.1","0.1","0.2","0.1"
"General Chemistry","104
001","230","3.246","37.4","27.8","11.7","10.9","4.3","6.5","1.3",".",".",".",".",".",".",".",".","."
"General Chemistry","108
001","155","3.058","27.1","20.6","29.0","6.5","7.1","5.8","3.2",".",".",".",".",".",".",".",".","0.6"
"","109
001","342","3.212","31.0","14.3","39.5","5.3","7.0","0.6","2.0",".",".",".",".",".",".",".",".","0.3"
"","109
002","257","3.362","39.7","8.9","43.6","2.7","3.9","0.8","0.4",".",".",".",".",".",".",".",".","."
"Gen & Analytical Chem I","Course Total","599","3.276","34.7","12.0","41.2","4.2","5.7","0.7","1.3",".",".",".",".",".",".",".",".","0.2"
"Chemical Principles I","001
115","34","3.456","38.2","38.2","14.7",".","5.9","2.9",".",".",".",".",".",".",".",".",".","."
"","221
001","52","3.058","30.8","17.3","26.9","1.9","15.4","5.8","1.9",".",".",".",".",".",".",".",".","."
"","002
221","19","2.842","31.6","10.5","15.8","10.5","21.1","5.3","5.3",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","Course Total","71","3.000","31.0","15.5","23.9","4.2","16.9","5.6","2.8",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","223
001","32","3.313","40.6","12.5","28.1","12.5","3.1","3.1",".",".",".",".",".",".",".",".",".","."
"","299
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","054
299","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7.1"
"","299
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","25","3.944","84.0","8.0",".",".",".",".",".","4.0",".",".",".",".",".",".",".","4.0"
"Intro Organic Chemistry","001
341","143","2.775","18.2","7.7","26.6","18.9","21.7","5.6","0.7","0.7",".",".",".",".",".",".",".","."
"","342
001","18","3.556","38.9","33.3","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342
002","18","3.444","27.8","38.9","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","342
003","13","3.500","30.8","30.8","30.8",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","342
004","10","3.450","40.0","20.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","342
009","17","3.559","47.1","17.6","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
342","14","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
342","17","3.500","35.3","29.4","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
342","9","3.333","22.2","33.3","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","116","3.509","36.2","31.0","29.3","2.6",".",".",".","0.9",".",".",".",".",".",".",".","."
"","001
343","300","2.825","13.3","21.7","26.3","16.0","13.0","8.3","1.3",".",".",".",".",".",".",".",".","."
"","343
002","204","3.000","20.6","15.2","37.3","9.3","12.7","2.5","2.0","0.5",".",".",".",".",".",".",".","."
"","343
003","194","2.688","19.1","10.3","24.7","7.7","30.4","2.1","5.7",".",".",".",".",".",".",".",".","."
"","343
004","40","3.438","47.5","7.5","37.5",".","7.5",".",".",".",".",".",".",".",".",".",".","."
"","005
343","156","2.662","19.2","12.2","22.4","3.2","29.5","9.0","3.2",".","0.6",".",".",".","0.6",".",".","."
"Intro Organic Chemistry","Course Total","894","2.834","18.8","15.4","28.3","9.7","19.4","5.4","2.7","0.1","0.1",".",".",".","0.1",".",".","."
"","344
001","15","3.464","40.0","20.0","20.0","13.3",".",".",".","6.7",".",".",".",".",".",".",".","."
"","344
002","16","3.469","37.5","18.8","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
