"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","995
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","995
042","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch-Macromolecular Chem","Course Total","8","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"CHEM
224","Dept. Total","5298","3.006","25.7","14.7","27.0","8.5","14.1","3.5","1.9","4.0","0.0",".",".","0.3","0.0","0.0","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2186","2.974","23.7","12.5","31.9","9.2","16.7","3.5","2.1",".",".",".",".",".","0.0","0.0","0.1","0.1"
"Sophomore","","1182","2.922","22.9","15.3","26.3","10.3","16.4","6.0","2.6",".",".",".",".",".",".",".",".","0.1"
"Junior","","789","3.112","30.4","20.0","25.3","7.4","12.7","2.4","1.4","0.3","0.1",".",".",".",".",".",".","."
"Senior","","614","3.057","33.4","17.6","23.8","8.5","12.1","2.4","2.0","0.2",".",".",".",".",".",".","0.2","."
"Undergraduates","","4771","2.988","25.9","15.1","28.4","9.1","15.3","3.8","2.1","0.1","0.0",".",".",".","0.0","0.0","0.1","0.1"
"Special","","62","3.174","35.5","16.1","24.2","8.1","11.3","4.8",".",".",".",".",".",".",".",".",".","."
"Graduate","","605","3.422","25.0","7.9","9.6","1.5","1.0","0.5","0.5","49.1",".",".",".","3.0",".",".","1.2","0.8"
"Prof Yr 3","","6","#Num!","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"Professionals","","7","#Num!","28.6",".",".",".",".",".",".","57.1",".",".",".",".","14.3",".",".","."
"","Dept. Total","5445","3.006","25.9","14.3","26.2","8.2","13.7","3.5","1.9","5.6","0.0",".",".","0.3","0.0","0.0","0.2","0.2"
