"","990
021","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","34","",".",".",".",".",".",".",".","97.1",".",".",".","2.9",".",".",".","."
"M M & I
620","Dept. Total","799","3.403","41.4","11.4","28.8","4.9","4.1","0.6","0.6","7.6","0.1",".",".","0.3",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","2.526","12.5",".","25.0","25.0","25.0",".","12.5",".",".",".",".",".",".",".",".","."
"Junior","","135","3.273","34.1","17.0","27.4","11.9","7.4",".","0.7","0.7","0.7",".",".",".",".",".",".","."
"Senior","","402","3.377","46.8","14.4","25.6","5.0","5.2","1.2","0.7","0.5",".",".",".","0.2",".",".",".","0.2"
"Undergraduates","","545","3.337","43.1","14.9","26.1","7.0","6.1","0.9","0.9","0.6","0.2",".",".","0.2",".",".",".","0.2"
"Special","","16","3.544","43.8","18.8","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","83","3.580","15.7","6.0","9.6","1.2",".",".",".","66.3",".",".",".","1.2",".",".",".","."
"Prof Yr 1","","9","3.423","33.3","11.1","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","135","3.533","53.3",".","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","11","3.188","9.1","9.1","54.5",".",".",".",".","27.3",".",".",".",".",".",".",".","."
"Professionals","","155","3.519","49.0","1.3","47.7",".",".",".",".","1.9",".",".",".",".",".",".",".","."
"","Dept. Total","799","3.403","41.4","11.4","28.8","4.9","4.1","0.6","0.6","7.6","0.1",".",".","0.3",".",".",".","0.1"
