"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","113
016","19","2.342","10.5","5.3","21.1","21.1","21.1","15.8","5.3",".",".",".",".",".",".",".",".","."
"","113
017","20","2.625","25.0","5.0","35.0","10.0","5.0","5.0","15.0",".",".",".",".",".",".",".",".","."
"","018
113","18","2.944","22.2","11.1","27.8","11.1","27.8",".",".",".",".",".",".",".",".",".",".","."
"","113
020","19","2.632","15.8","21.1","10.5","21.1","15.8","10.5","5.3",".",".",".",".",".",".",".",".","."
"","113
021","20","2.900","20.0","10.0","40.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"","022
113","19","2.658","26.3","10.5","15.8","15.8","10.5","15.8","5.3",".",".",".",".",".",".",".",".","."
"","026
113","15","2.400","13.3","6.7","33.3","6.7","20.0","6.7","13.3",".",".",".",".",".",".",".",".","."
"","113
027","17","2.735","11.8","17.6","29.4","11.8","17.6","11.8",".",".",".",".",".",".",".",".",".","."
"","113
028","20","2.525","10.0",".","35.0","15.0","30.0","10.0",".",".",".",".",".",".",".",".",".","."
"","113
032","20","2.700","20.0","20.0","15.0","20.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","113
033","17","3.029","23.5","17.6","41.2",".","5.9","11.8",".",".",".",".",".",".",".",".",".","."
"","038
113","15","2.033","6.7",".","33.3","6.7","13.3","33.3","6.7",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","356","2.562","16.6","9.0","27.8","13.5","14.3","12.6","6.2",".",".",".",".",".",".",".",".","."
"","001
114","271","2.444","15.1","8.5","21.4","7.0","28.8","12.2","5.9","0.7",".",".",".",".","0.4",".",".","."
"","002
114","217","2.633","12.9","15.7","23.0","18.4","14.3","10.6","4.1",".",".",".",".",".",".",".",".","0.9"
"Algebra and Trigonometry","Course Total","488","2.528","14.1","11.7","22.1","12.1","22.3","11.5","5.1","0.4",".",".",".",".","0.2",".",".","0.4"
"","130
001","27","3.212","29.6","22.2","29.6","3.7","3.7","7.4",".",".",".",".",".",".",".",".","3.7","."
"","002
130","23","3.587","52.2","21.7","17.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","003
130","27","3.111","33.3","18.5","18.5","11.1","14.8",".","3.7",".",".",".",".",".",".",".",".","."
"","130
004","25","3.280","28.0","24.0","32.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","130
005","21","3.929","90.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","123","3.398","44.7","18.7","21.1","6.5","5.7","1.6","0.8",".",".",".",".",".",".",".","0.8","."
"","131
001","19","3.079","36.8","5.3","31.6","10.5","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","131
002","25","3.720","64.0","24.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","003
131","17","3.353","41.2","23.5","23.5",".","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","131
004","20","3.775","75.0","15.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","131
005","18","3.250","27.8","22.2","33.3","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","99","3.460","50.5","18.2","18.2","5.1","6.1","1.0","1.0",".",".",".",".",".",".",".",".","."
"","132
001","28","3.071","21.4","17.9","32.1","10.7","17.9",".",".",".",".",".",".",".",".",".",".","."
"","132
002","20","3.350","40.0","25.0","10.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","132
003","23","3.804","69.6","21.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","71","3.387","42.3","21.1","18.3","8.5","9.9",".",".",".",".",".",".",".",".",".",".","."
"","141
001","32","2.565","6.3","12.5","28.1","15.6","21.9","12.5",".",".",".",".",".",".",".",".",".","3.1"
"","141
002","27","2.370","11.1","3.7","25.9","11.1","29.6","14.8","3.7",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","59","2.474","8.5","8.5","27.1","13.6","25.4","13.6","1.7",".",".",".",".",".",".",".",".","1.7"
"","171
001","212","2.576","23.1","3.3","23.1","3.8","33.0","7.5","5.7",".",".",".",".",".",".","0.5",".","."
"","171
002","208","2.454","23.1","5.8","13.9","6.7","30.8","11.5","7.7",".",".",".",".",".",".",".",".","0.5"
"Topics in Precalculus","Course Total","420","2.516","23.1","4.5","18.6","5.2","31.9","9.5","6.7",".",".",".",".",".",".","0.2",".","0.2"
"","001
210","92","3.272","31.5","22.8","33.7","1.1","7.6","2.2","1.1",".",".",".",".",".",".",".",".","."
"","002
210","90","3.034","32.2","16.7","21.1","10.0","8.9","6.7","3.3",".",".",".",".",".",".","1.1",".","."
"","210
003","103","3.102","34.0","19.4","15.5","10.7","13.6","5.8","1.0",".",".",".",".",".",".",".",".","."
"","004
210","98","2.665","17.3","14.3","22.4","7.1","25.5","8.2","4.1",".",".",".",".",".","1.0",".",".","."
"","005
210","96","3.094","31.3","14.6","29.2","8.3","9.4","6.3","1.0",".",".",".",".",".",".",".",".","."
"","006
210","96","3.094","36.5","13.5","24.0","3.1","14.6","7.3","1.0",".",".",".",".",".",".",".",".","."
"","007
210","96","2.964","27.1","15.6","21.9","12.5","15.6","5.2","2.1",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 244 of 388",""
