"","990
070","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
073","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
079","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","70","",".",".",".",".",".",".",".","85.7",".",".",".","14.3","",".",".",".","."
"MICROBIO
192","Dept. Total","1266","3.127","31.6","16.3","23.2","10.2","9.1","1.9","0.9","5.9",".",".",".","0.8","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","135","2.424","7.4","14.1","23.7","20.0","22.2","5.9","6.7",".",".",".",".",".","",".",".",".","."
"Junior","","241","2.915","22.4","15.8","25.3","14.9","16.2","4.6","0.8",".",".",".",".",".","",".",".",".","."
"Senior","","458","3.265","32.3","17.7","30.8","9.6","7.9","0.4","0.2","0.9",".",".",".",".","",".",".",".","0.2"
"Undergraduates","","835","3.024","25.5","16.5","28.0","12.8","12.6","2.5","1.4","0.5",".",".",".",".","",".",".",".","0.1"
"Special","","18","3.163","16.7","27.8","27.8","11.1","5.6",".",".","11.1",".",".",".",".","",".",".",".","."
"Graduate","","351","3.618","50.4","15.1","10.3","0.6","0.9","0.3",".","19.7",".",".",".","2.8","",".",".",".","."
"Prof Yr 1","","59","2.847","8.5","16.9","30.5","30.5","10.2","3.4",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","3","3.571","66.7",".","33.3",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","62","2.875","11.3","16.1","30.6","29.0","9.7","3.2",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1266","3.127","31.6","16.3","23.2","10.2","9.1","1.9","0.9","5.9",".",".",".","0.8","",".",".",".","0.1"
