"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"CAVE","","","","","","","","","","","","","","","","","","","","","",""
"CAVE","College Total","221","3.788","51.1","12.2","11.3","0.9","0.9","",".","",".","13.6","",".",".",".","5.4","4.1",".","0.5","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"CAVE","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","10","3.478","30.0","20.0","50.0",".",".","",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","57","3.741","50.9","17.5","22.8","3.5","3.5","",".","",".",".","",".",".",".","1.8",".",".",".","."
"Undergraduates","","68","3.713","47.1","19.1","26.5","2.9","2.9","",".","",".",".","",".",".",".","1.5",".",".",".","."
"Special","","18","3.679","55.6","11.1","22.2",".",".","",".","",".","5.6","",".",".",".",".",".",".","5.6","."
"Graduate","","135","3.895","52.6","8.9","2.2",".",".","",".","",".","21.5","",".",".",".","8.1","6.7",".",".","."
"","College Total","221","3.788","51.1","12.2","11.3","0.9","0.9","",".","",".","13.6","",".",".",".","5.4","4.1",".","0.5","."
