"","999
065","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
079","3","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
081","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Work","Course Total","29","4.000","41.4",".",".",".",".",".",".","51.7","3.4",".","",".","",".",".","3.4",".","."
"PHILOS
736","Dept. Total","1839","3.214","28.2","23.3","22.8","10.1","7.0","1.5","1.2","4.6","0.1",".","",".","",".","0.2","0.4","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","187","3.045","19.8","26.7","24.6","13.9","11.2","1.1","2.7",".",".",".","",".","",".",".",".",".","."
"Sophomore","","435","3.167","29.4","18.6","25.7","13.3","9.2","1.4","1.1","0.7",".",".","",".","",".",".","0.2","0.2","."
"Junior","","552","3.229","27.2","28.4","24.1","8.7","5.6","2.2","1.6","0.7",".",".","",".","",".",".","0.2","1.3","."
"Senior","","490","3.213","26.7","25.1","24.7","10.6","7.3","1.6","0.6","1.8",".",".","",".","",".","0.4","0.8","0.2","."
"Undergraduates","","1664","3.186","26.8","24.7","24.8","11.1","7.7","1.7","1.3","1.0",".",".","",".","",".","0.1","0.4","0.5","."
"Special","","20","3.459","30.0","25.0","25.0","5.0",".",".",".","5.0",".",".","",".","",".","5.0",".","5.0","."
"Graduate","","155","3.883","43.2","8.4","1.9",".",".",".",".","43.9","1.3",".","",".","",".",".","1.3",".","."
"","Dept. Total","1839","3.214","28.2","23.3","22.8","10.1","7.0","1.5","1.2","4.6","0.1",".","",".","",".","0.2","0.4","0.5","."
