"","990
013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","14","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"E ASIAN
295","Dept. Total","509","3.367","36.1","28.1","14.7","5.1","5.9","2.2","1.2","4.1",".","1.0",".","1.2","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.302","34.4","31.3","15.6","6.3","7.8","3.1","1.6",".",".",".",".",".",".",".",".","."
"Sophomore","","90","3.338","43.3","21.1","15.6","6.7","5.6","4.4","2.2","1.1",".",".",".",".",".",".",".","."
"Junior","","112","3.299","27.7","35.7","14.3","4.5","10.7","1.8","0.9","3.6",".","0.9",".",".",".",".",".","."
"Senior","","161","3.394","36.0","28.6","18.0","6.8","3.7","1.9","0.6","3.1",".","0.6",".",".",".",".","0.6","."
"Undergraduates","","427","3.342","35.1","29.3","16.2","6.1","6.6","2.6","1.2","2.3",".","0.5",".",".",".",".","0.2","."
"Special","","16","3.299","31.3","43.8","6.3",".","6.3",".","6.3",".",".","6.3",".",".",".",".",".","."
"Graduate","","64","3.771","45.3","17.2","7.8",".",".",".",".","15.6",".","3.1",".","9.4","1.6",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","2.000",".",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","2.000",".",".",".",".","50.0",".",".","50.0",".",".",".",".",".",".",".","."
"","Dept. Total","509","3.367","36.1","28.1","14.7","5.1","5.9","2.2","1.2","4.1",".","1.0",".","1.2","0.2",".","0.2","."
