"Research","Course Total","37","",".",".",".",".",".",".",".","89.2",".",".",".","8.1","",".",".",".","2.7"
"","999
010","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","999
017","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","",""
"ATM OCN
640","Dept. Total","945","2.975","19.9","17.0","22.0","16.3","14.2","3.1","1.5","4.6",".","0.6",".","0.3","",".","0.1","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","222","2.851","19.4","14.4","19.4","21.6","18.0","4.1","3.2",".",".",".",".",".","",".",".",".","."
"Sophomore","","271","2.860","15.5","15.9","24.7","21.4","16.6","3.7","1.5",".",".",".",".",".","",".",".",".","0.7"
"Junior","","173","2.946","12.7","21.4","30.1","19.1","13.3","1.7","1.7",".",".",".",".",".","",".",".",".","."
"Senior","","155","3.105","23.2","21.9","21.9","7.7","16.8","3.2",".","1.3",".","3.2",".",".","",".","0.6",".","."
"Undergraduates","","821","2.918","17.4","17.8","23.9","18.4","16.3","3.3","1.7","0.2",".","0.6",".",".","",".","0.1",".","0.2"
"Special","","7","3.083","14.3","42.9","14.3",".",".","14.3",".","14.3",".",".",".",".","",".",".",".","."
"Graduate","","117","3.644","37.6","10.3","9.4","2.6",".","0.9",".","34.2",".","0.9",".","2.6","",".",".","0.9","0.9"
"","Dept. Total","945","2.975","19.9","17.0","22.0","16.3","14.2","3.1","1.5","4.6",".","0.6",".","0.3","",".","0.1","0.1","0.3"
