"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to American Law","601
001","27","3.370","18.5","40.7","37.0","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","23","3.478","26.1","43.5","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Writing-Foreign Stdts","603
001","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
001","109","3.468","34.9","27.5","34.9","1.8","0.9",".",".",".",".",".",".",".",".",".",".","."
"","711
002","109","3.458","36.7","22.0","35.8","4.6",".",".",".",".",".",".",".",".",".",".","0.9","."
"","003
711","24","3.438","33.3","25.0","37.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","711
004","24","3.542","41.7","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
711","24","3.625","54.2","16.7","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
006","25","3.520","36.0","32.0","32.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","315","3.484","37.5","24.8","34.6","2.5","0.3",".",".",".",".",".",".",".",".",".","0.3","."
"Legal Process","713
001","19","3.633","36.8","26.3","15.8",".",".",".",".","21.1",".",".",".",".",".",".",".","."
"","714
001","101","3.500","45.5","16.8","32.7","2.0","3.0",".",".",".",".",".",".",".",".",".",".","."
"","714
002","103","3.466","44.7","15.5","33.0","1.9","2.9","1.9",".",".",".",".",".",".",".",".",".","."
"","714
003","98","3.362","38.8","15.3","33.7","4.1","5.1","3.1",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","302","3.444","43.0","15.9","33.1","2.6","3.6","1.7",".",".",".",".",".",".",".",".",".","."
"","715
001","98","3.393","34.7","14.3","48.0","1.0","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"","715
002","27","3.463","40.7","18.5","37.0",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"","715
003","26","3.519","53.8",".","42.3","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","715
004","25","3.620","56.0","20.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","715
005","100","3.409","39.0","18.0","33.0","3.0","2.0","4.0",".",".",".",".",".",".",".",".","1.0","."
"","715
006","26","3.538","38.5","30.8","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","302","3.447","40.4","16.6","37.4","2.3","1.3","1.7",".",".",".",".",".",".",".",".","0.3","."
"Contracts II","721
001","32","3.574","43.8","21.9","15.6",".",".","3.1",".","15.6",".",".",".",".",".",".",".","."
"","723
001","21","3.381","19.0","38.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
723","19","3.421","26.3","31.6","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","19","3.342","21.1","42.1","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","21","3.452","23.8","42.9","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","22","3.273","31.8","18.2","31.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","723
006","22","3.364","22.7","45.5","18.2","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","723
007","19","3.368","21.1","42.1","31.6",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","723
008","19","3.368","15.8","42.1","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
723","21","3.333","14.3","38.1","47.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
723","18","3.278","22.2","33.3","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","723
011","20","3.425","25.0","35.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","21","3.381","19.0","38.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","21","3.310","9.5","42.9","47.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","21","3.381","23.8","42.9","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","723
015","19","3.289","15.8","36.8","36.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","303","3.358","20.8","38.0","35.3","4.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"","001
726","26","3.462","42.3","19.2","30.8","3.8",".","3.8",".",".",".",".",".",".",".",".",".","."
"","726
002","26","3.462","38.5","19.2","38.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","726
003","101","3.450","41.6","13.9","37.6","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"","726
004","26","3.596","50.0","19.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
