"Research","Course Total","15","",".",".",".",".",".",".",".","86.7",".",".",".","13.3",".",".",".","."
"","999
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Research","Course Total","2","***","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","430","3.451","39.3","28.4","17.0","7.0","2.8","0.9","0.2","3.3",".","0.2",".","0.5","0.2",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","93","3.457","33.3","36.6","21.5","5.4","3.2",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","14","3.488","35.7","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","99","3.360","34.3","35.4","16.2","10.1","2.0","2.0",".",".",".",".",".",".",".",".",".","."
"Senior","","159","3.417","41.5","25.8","18.9","6.9","4.4","1.3","0.6",".",".",".",".",".",".",".",".","0.6"
"Undergraduates","","365","3.416","37.3","31.5","18.9","7.4","3.3","1.1","0.3",".",".",".",".",".",".",".",".","0.3"
"Special","","4","3.571","50.0",".","25.0",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Graduate","","61","3.777","50.8","11.5","4.9","4.9",".",".",".","21.3",".","1.6",".","3.3","1.6",".",".","."
"","Dept. Total","430","3.451","39.3","28.4","17.0","7.0","2.8","0.9","0.2","3.3",".","0.2",".","0.5","0.2",".",".","0.2"
