"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"908","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"908","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","45","3.978","95.6","4.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","020","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","057","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","058","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","005","","12","3.948","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","46","3.987","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"924","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","6","3.750","83.3",".",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"942
Adv Research-Watercolor","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944","051","","10","3.569","50.0","20.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","","11","3.583","54.5","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"996","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","10","3.886","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","6","3.923","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","7","3.850","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 76 of 388"
