"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
011","20","3.175","30.0","30.0","15.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".",".","."
"","204
012","20","2.925","15.0","25.0","20.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".","."
"","204
013","19","2.553",".","10.5","26.3","26.3","36.8",".",".",".",".",".",".",".",".",".",".","."
"","014
204","21","3.024","14.3","14.3","47.6","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"","204
015","22","2.976","22.7","27.3","22.7","4.5","4.5","9.1","4.5","4.5",".",".",".",".",".",".",".","."
"","204
016","21","3.119","23.8","28.6","23.8","14.3",".","9.5",".",".",".",".",".",".",".",".",".","."
"","017
204","21","3.405","33.3","19.0","42.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","204
018","21","3.048","19.0","14.3","33.3","23.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","204
019","18","3.528","50.0","22.2","11.1","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","204
020","19","3.556","31.6","42.1","21.1",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","204
021","19","3.360","42.1","10.5","36.8",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","432","3.143","24.8","22.9","29.6","9.7","8.3","3.0","0.9","0.7",".",".",".",".",".",".",".","."
"Spanish for Spanish Speaker","206
001","11","2.545","9.1","18.2","36.4",".","18.2","9.1","9.1",".",".",".",".",".",".",".",".","."
"","223
001","30","3.733","56.7","36.7","3.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","223
002","26","3.692","57.7","34.6",".","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","223
003","27","3.741","55.6","37.0","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","223
004","28","3.500","35.7","32.1","25.0",".","3.6",".",".","3.6",".",".",".",".",".",".",".","."
"","005
223","23","3.630","65.2","13.0","13.0",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","006
223","26","2.981","19.2","23.1","23.1","11.5","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","160","3.550","48.1","30.0","11.9","3.1","5.6","0.6",".","0.6",".",".",".",".",".",".",".","."
"","224
001","24","3.348","37.5","16.7","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","4.2"
"","224
002","22","3.364","31.8","27.3","31.8",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","003
224","23","3.652","60.9","34.8",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","224
004","28","3.304","32.1","17.9","39.3",".","10.7",".",".",".",".",".",".",".",".",".",".","."
"","224
005","25","3.440","32.0","40.0","20.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","122","3.417","38.5","27.0","23.8","1.6","7.4",".","0.8",".",".",".",".",".",".",".",".","0.8"
"","226
001","18","3.278","27.8","22.2","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","002
226","19","3.500","26.3","47.4","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","23","3.239","26.1","26.1","39.1","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","226
004","22","3.614","59.1","13.6","22.7",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","226
005","23","3.174","34.8","26.1","13.0","8.7","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","226
006","20","3.368","10.0","50.0","35.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","007
226","22","3.429","27.3","36.4","27.3",".","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"","226
008","23","3.348","21.7","34.8","39.1",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","009
226","21","3.450","33.3","33.3","19.0","4.8","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","226
010","21","3.278","4.8","42.9","33.3","4.8",".",".",".","14.3",".",".",".",".",".",".",".","."
"","226
011","20","3.825","75.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","22","3.591","54.5","27.3","13.6",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","226
013","23","3.174","17.4","26.1","34.8","17.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"","226
014","23","3.304","26.1","17.4","52.2",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","226
015","21","3.425","38.1","19.0","28.6","4.8","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","226
016","21","3.452","28.6","33.3","38.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
017","20","3.275","40.0","25.0","20.0",".","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","226
018","22","3.405","36.4","22.7","22.7","9.1","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"","226
019","21","2.833","9.5","14.3","38.1","19.0","14.3","4.8",".",".",".",".",".",".",".",".",".","."
