"","990
084","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
087","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","55","",".",".",".",".",".",".",".","81.8",".",".",".","18.2",".",".",".","."
"GENETICS
412","Dept. Total","504","2.858","25.6","11.1","19.2","7.7","15.7","5.8","2.6","9.5",".",".",".","2.0","0.2","0.2","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.200","20.0","40.0","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","45","2.524","26.7","6.7","20.0","8.9","17.8","13.3","6.7",".",".",".",".",".",".",".",".","."
"Junior","","163","2.788","29.4","9.2","19.0","9.2","23.9","5.5","3.7",".",".",".",".",".",".",".",".","."
"Senior","","133","2.804","27.1","12.8","18.0","8.3","20.3","9.8","2.3",".",".",".",".",".",".","0.8",".","0.8"
"Undergraduates","","346","2.766","28.0","10.7","18.8","8.7","21.7","8.1","3.5",".",".",".",".",".",".","0.3",".","0.3"
"Special","","18","3.511","61.1","5.6","11.1","11.1","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Graduate","","140","3.225","15.0","12.9","21.4","5.0","2.1",".","0.7","34.3",".",".",".","7.1","0.7",".","0.7","."
"Prof Yr 1","","1","1.000",".",".",".",".",".","100.0",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","1.000",".",".",".",".",".","100.0",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","505","2.858","25.5","11.1","19.2","7.7","15.6","5.7","2.6","9.7",".",".",".","2.0","0.2","0.2","0.2","0.2"
