"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11688","3.699","55.9","17.0","8.7","2.1","1.7","0.4","0.5","7.3","0.1","4.6",".","0.8","0.4","0.2","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","721","3.404","47.9","21.5","14.0","4.7","4.4","2.4","1.2","3.2",".",".",".",".",".","0.3","0.4","."
"Sophomore","","1400","3.544","51.5","21.1","14.0","3.7","4.1","0.5","0.6","3.6","0.2",".",".",".","0.1","0.3",".","0.3"
"Junior","","2155","3.622","54.5","21.3","11.6","2.6","2.0","0.4","0.8","4.5","0.0","1.7",".",".","0.1","0.3","0.1","."
"Senior","","4466","3.709","53.9","17.3","8.2","2.0","1.2","0.3","0.4","6.0","0.1","10.3",".",".","0.1","0.2",".","0.0"
"Undergraduates","","8742","3.638","53.2","19.2","10.4","2.6","2.2","0.5","0.6","5.0","0.1","5.7",".",".","0.1","0.2","0.1","0.1"
"Special","","535","3.767","55.5","15.0","6.2","1.5","1.7","0.2","0.6","10.8",".","3.7",".",".","2.1","1.3","1.3","0.2"
"Graduate","","2387","3.896","66.0","9.6","2.9","0.3","0.1",".",".","14.6","0.2","0.8",".","4.0","1.3","0.1","0.0","0.1"
"Prof Yr 1","","4","3.750","25.0",".","25.0",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"Prof Yr 3","","17","3.905","47.1","11.8","5.9",".",".",".",".","35.3",".",".",".",".",".",".",".","."
"Professionals","","24","3.893","41.7","8.3","8.3",".",".",".",".","41.7",".",".",".",".",".",".",".","."
"","College Total","11688","3.699","55.9","17.0","8.7","2.1","1.7","0.4","0.5","7.3","0.1","4.6",".","0.8","0.4","0.2","0.1","0.1"
