"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","22","2.136",".","9.1","22.7",".","45.5","22.7",".",".",".",".",".",".",".",".",".","."
"","100
002","28","2.446","10.7","10.7","17.9","7.1","42.9","7.1","3.6",".",".",".",".",".",".",".",".","."
"","003
100","30","2.867","13.3","6.7","46.7","6.7","26.7",".",".",".",".",".",".",".",".",".",".","."
"","100
004","31","2.694","16.1","6.5","38.7","3.2","25.8","6.5","3.2",".",".",".",".",".",".",".",".","."
"","005
100","35","2.686","14.3","14.3","25.7","8.6","31.4",".","5.7",".",".",".",".",".",".",".",".","."
"","100
006","25","2.860","24.0","8.0","28.0","4.0","32.0","4.0",".",".",".",".",".",".",".",".",".","."
"","100
007","32","2.672","18.8","6.3","34.4","3.1","21.9","15.6",".",".",".",".",".",".",".",".",".","."
"","100
008","25","2.120","12.0","4.0","20.0","4.0","24.0","32.0","4.0",".",".",".",".",".",".",".",".","."
"","100
009","34","2.652","14.7","5.9","35.3","2.9","26.5","11.8",".",".",".",".",".",".",".",".","2.9","."
"","100
010","27","3.093","18.5","18.5","40.7","7.4","14.8",".",".",".",".",".",".",".",".",".",".","."
"","011
100","30","3.100","33.3","3.3","43.3","3.3","10.0","6.7",".",".",".",".",".",".",".",".",".","."
"","012
100","33","2.621","15.2",".","36.4","9.1","30.3","9.1",".",".",".",".",".",".",".",".",".","."
"","100
013","37","2.757","21.6","5.4","27.0","10.8","27.0","8.1",".",".",".",".",".",".",".",".",".","."
"","014
100","29","2.707","17.2","10.3","27.6","6.9","31.0","3.4","3.4",".",".",".",".",".",".",".",".","."
"","015
100","33","2.818","33.3",".","18.2","6.1","36.4","6.1",".",".",".",".",".",".",".",".",".","."
"","016
100","29","2.500","17.2","3.4","24.1",".","41.4","13.8",".",".",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","480","2.684","17.9","6.9","30.6","5.4","29.0","8.8","1.3",".",".",".",".",".",".",".","0.2","."
"","211
001","41","2.939","19.5","12.2","34.1","14.6","14.6","4.9",".",".",".",".",".",".",".",".",".","."
"","211
002","38","2.987","23.7","7.9","42.1","10.5","10.5","2.6","2.6",".",".",".",".",".",".",".",".","."
"","003
211","29","2.879","17.2","24.1","20.7","20.7","6.9","6.9","3.4",".",".",".",".",".",".",".",".","."
"","004
211","43","3.023","25.6","14.0","34.9","9.3","7.0","9.3",".",".",".",".",".",".",".",".",".","."
"","211
005","46","2.848","17.4","10.9","34.8","15.2","13.0","8.7",".",".",".",".",".",".",".",".",".","."
"","006
211","42","2.881","11.9","19.0","26.2","28.6","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","211
007","38","3.000","23.7","15.8","28.9","15.8","7.9","7.9",".",".",".",".",".",".",".",".",".","."
"","008
211","22","3.023","18.2","18.2","36.4","13.6","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"","211
009","38","3.079","18.4","13.2","47.4","13.2","5.3","2.6",".",".",".",".",".",".",".",".",".","."
"","211
010","45","3.011","24.4","20.0","22.2","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"","211
011","34","3.324","32.4","17.6","38.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","416","2.994","21.2","15.4","33.2","14.7","9.6","5.5","0.5",".",".",".",".",".",".",".",".","."
"","300
001","39","2.590","12.8","12.8","17.9","12.8","33.3","10.3",".",".",".",".",".",".",".",".",".","."
"","300
002","44","2.909","29.5","9.1","29.5","4.5","15.9","9.1","2.3",".",".",".",".",".",".",".",".","."
"","300
003","41","3.000","14.6","19.5","39.0","14.6","9.8",".","2.4",".",".",".",".",".",".",".",".","."
"","004
300","43","2.965","20.9","14.0","32.6","11.6","16.3","4.7",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","167","2.871","19.8","13.8","29.9","10.8","18.6","6.0","1.2",".",".",".",".",".",".",".",".","."
"","301
001","34","2.809","14.7","20.6","35.3",".","17.6","8.8","2.9",".",".",".",".",".",".",".",".","."
"","301
002","38","2.816","10.5","10.5","42.1","10.5","23.7","2.6",".",".",".",".",".",".",".",".",".","."
"","301
003","36","2.861","16.7","11.1","30.6","16.7","22.2","2.8",".",".",".",".",".",".",".",".",".","."
"","004
301","44","2.955","13.6","22.7","25.0","22.7","13.6","2.3",".",".",".",".",".",".",".",".",".","."
"","301
005","36","2.861","16.7","16.7","27.8","16.7","16.7","2.8","2.8",".",".",".",".",".",".",".",".","."
"","301
006","34","2.926","17.6","20.6","20.6","17.6","20.6","2.9",".",".",".",".",".",".",".",".",".","."
"Intermediate Accounting I","Course Total","222","2.874","14.9","17.1","30.2","14.4","18.9","3.6","0.9",".",".",".",".",".",".",".",".","."
"","302
001","41","3.061","22.0","4.9","56.1","2.4","12.2","2.4",".",".",".",".",".",".",".",".",".","."
"","002
302","42","2.976","14.3","9.5","52.4","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Accounting II","Course Total","83","3.018","18.1","7.2","54.2","3.6","15.7","1.2",".",".",".",".",".",".",".",".",".","."
"","310
001","36","3.403","50.0","19.4","13.9","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 50 of 388"
