"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","90805","3.125","29.9","20.0","22.5","8.9","9.5","2.7","1.6","2.7","0.0","1.2","0.1","0.3","0.1","0.2","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","19986","2.954","23.8","19.0","24.7","10.2","13.3","4.3","2.4","0.0","0.0","1.8","0.1",".","0.1","0.2","0.0","0.1"
"Sophomore","","21507","3.015","24.0","20.3","26.0","10.7","12.1","3.6","1.8","0.2","0.0","0.8","0.1",".","0.1","0.2","0.1","0.2"
"Junior","","19596","3.134","28.3","22.2","25.3","9.8","9.1","2.3","1.5","0.5","0.0","0.6","0.0","0.0","0.0","0.1","0.1","0.1"
"Senior","","18625","3.223","34.1","21.4","21.7","8.5","7.6","2.0","1.3","1.8","0.0","0.8","0.1","0.0","0.1","0.2","0.1","0.1"
"Undergraduates","","79714","3.073","27.4","20.7","24.5","9.8","10.6","3.1","1.8","0.6","0.0","1.0","0.1","0.0","0.1","0.2","0.1","0.1"
"Special","","1257","3.408","36.8","19.2","14.9","4.5","3.8","1.0","1.2","8.0","0.1","6.2","0.2","0.1","0.4","1.0","2.0","0.6"
"Graduate","","9837","3.738","50.0","14.3","7.2","1.1","0.5","0.1","0.2","20.2","0.2","2.5",".","2.5","0.7","0.2","0.3","0.2"
"Prof Yr 1","","129","3.036","19.4","25.6","17.1","18.6","18.6",".",".","0.8",".",".",".",".",".",".",".","."
"Prof Yr 2","","19","3.368","47.4","15.8","15.8","10.5","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"Prof Yr 3","","23","3.304","30.4","13.0","30.4","8.7",".",".",".","17.4",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"Professionals","","172","3.100","23.8","22.7","18.6","16.3","14.5",".",".","3.5",".",".",".",".","0.6",".",".","."
"","College Total","90980","3.125","29.9","20.0","22.5","8.8","9.4","2.7","1.6","2.8","0.0","1.2","0.1","0.3","0.1","0.2","0.1","0.1"
