"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1302","3.706","54.4","24.3","7.3","2.2","0.4","",".","0.2","2.4","",".","8.6",".","0.2","",".",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","I","","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.670","69.6","17.4","8.7",".",".","",".","4.3",".","",".",".",".",".","",".",".",".","."
"Sophomore","","46","3.758","56.5","32.6","6.5",".",".","",".",".","4.3","",".",".",".",".","",".",".",".","."
"Junior","","296","3.571","38.9","25.3","7.4","5.1","0.7","",".",".",".","",".","22.6",".",".","",".",".",".","."
"Senior","","588","3.743","59.0","22.3","8.0","1.5","0.3","",".",".","1.2","",".","7.7",".",".","",".",".",".","."
"Undergraduates","","953","3.694","52.9","23.6","7.8","2.5","0.4","",".","0.1","0.9","",".","11.8",".",".","",".",".",".","."
"Special","","20","3.932","80.0","15.0",".",".",".","",".",".",".","",".",".",".",".","",".",".","5.0","."
"Graduate","","328","3.737","57.3","27.1","6.4","1.2","0.3","",".","0.3","6.7","",".",".",".","0.6","",".",".",".","."
"Prof Yr 1","","1","2.500",".",".",".","100.0",".","",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".","",".",".",".","",".",".",".",".","",".",".",".","."
"","College Total","1302","3.706","54.4","24.3","7.3","2.2","0.4","",".","0.2","2.4","",".","8.6",".","0.2","",".",".","0.1","."
