"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
003","14","3.429","21.4","50.0","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","15","3.400","20.0","53.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","12","3.292","16.7","41.7","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
007","16","3.531","37.5","37.5","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","008
344","16","3.375","31.3","31.3","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","16","3.438","25.0","43.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","010
344","14","3.321","14.3","50.0","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","15","3.533","20.0","66.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","16","3.500","37.5","31.3","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","17","3.471","23.5","52.9","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.206","29.4","5.9","41.2","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","213","3.450","31.0","37.1","22.1","9.4",".",".",".","0.5",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","001
345","137","2.708","29.2","5.8","17.5","11.7","24.1","3.6","8.0",".",".",".",".",".",".",".",".","."
"","346
001","11","2.941","18.2","18.2","36.4","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","346
002","15","3.385","40.0","20.0","26.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","26","3.209","30.8","19.2","30.8","3.8","15.4",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","24","3.063","33.3","16.7","12.5","12.5","20.8","4.2",".",".",".",".",".",".",".",".",".","."
"Intmed Analytical Chem","524
001","27","3.175","33.3","14.8","18.5","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","105","3.193","29.5","21.0","28.6","4.8","15.2",".","1.0",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","19","2.921","21.1","10.5","36.8","5.3","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"","563
001","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
002","15","3.400","26.7","33.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","003
563","17","3.559","41.2","35.3","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","13","3.538","38.5","38.5","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","563
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","60","3.405","36.7","35.0","21.7","5.0",".",".","1.7",".",".",".",".",".",".",".",".","."
"","001
564","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
002","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","15","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","73","3.116","37.0","2.7","32.9","9.6","15.1","1.4","1.4",".",".",".",".",".",".",".",".","."
"Spectrochemical Measuremts","605
001","33","3.290","24.2","30.3","33.3",".","3.0",".","3.0",".",".",".",".",".",".",".","3.0","3.0"
"Symmtry/Bondng/Molec Shapes","608
001","13","3.568","38.5","30.8","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Instrumental Analysis","621
001","17","3.463","58.8","11.8","11.8","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"Electrochemistry","624
001","16","3.976","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentation","626
001","24","3.522","41.7","41.7","8.3",".",".",".","4.2",".",".",".",".",".",".",".",".","4.2"
"Topics-Analytical Chemistry","630
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organic Chemistry","641
001","26","3.375","34.6","15.4","34.6",".","7.7",".",".",".",".",".",".",".",".",".","3.8","3.8"
"Chem & Stat Thermodynamics","661
001","17","3.441","41.2","17.6","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Quam Mech&Molec Spectroscpy","662
001","23","3.174","39.1","4.3","39.1","4.3","4.3","8.7",".",".",".",".",".",".",".",".",".","."
"Intro-Macromolecular Chem","664
001","11","3.556","36.4","18.2","27.3",".",".",".",".","9.1",".",".",".",".",".",".","9.1","."
"Biophysical Chemistry","665
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 170 of 388",""
