"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2281","3.312","33.4","21.2","22.2","9.2","5.2","1.1","0.9","1.8","",".","3.7",".","0.6","0.2","0.3","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","92","2.991","14.1","29.3","25.0","15.2","10.9","3.3","1.1",".","",".",".",".",".",".",".",".","1.1"
"Sophomore","","236","3.021","22.0","21.6","25.8","15.3","9.3","2.5","3.0",".","",".","0.4",".",".",".",".",".","."
"Junior","","638","3.304","33.9","19.7","25.7","10.5","5.0","0.9","0.9",".","",".","2.8",".",".","0.2","0.3",".","."
"Senior","","1121","3.351","34.4","22.2","22.4","7.9","4.5","0.9","0.5","0.8","",".","5.9",".",".","0.1","0.4",".","."
"Undergraduates","","2087","3.284","32.0","21.7","23.9","9.8","5.5","1.2","1.0","0.4","",".","4.1",".",".","0.1","0.3",".","0.0"
"Special","","27","3.486","48.1","11.1","22.2","11.1",".",".",".","3.7","",".",".",".",".",".",".","3.7","."
"Graduate","","165","3.740","49.1","16.4","1.2","1.2","2.4","0.6",".","19.4","",".",".",".","7.9","1.8",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2281","3.312","33.4","21.2","22.2","9.2","5.2","1.1","0.9","1.8","",".","3.7",".","0.6","0.2","0.3","0.0","0.0"
