"","990
075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
084","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","24","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"PHYSIOL
762","Dept. Total","447","2.836","25.7","6.7","32.0","3.1","18.1","5.6","2.5","5.6",".",".",".","0.2","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","",""
"Sophomore","","94","2.479","10.6","1.1","42.6","4.3","28.7","8.5","4.3",".",".",".",".",".",".",".",".","."
"Junior","","127","2.807","28.3","4.7","33.1","3.9","18.9","9.4","1.6",".",".",".",".",".",".",".",".","."
"Senior","","84","2.943","41.7","7.1","26.2","2.4","10.7","4.8","6.0","1.2",".",".",".",".",".",".",".","."
"Undergraduates","","305","2.736","26.6","4.3","34.1","3.6","19.7","7.9","3.6","0.3",".",".",".",".",".",".",".","."
"Special","","20","3.465","45.0","20.0","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","48","3.538","18.8","10.4","14.6",".",".",".",".","50.0",".",".",".","2.1","4.2",".",".","."
"Prof Yr 1","","73","2.926","20.5","11.0","35.6","4.1","27.4","1.4",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","74","2.929","21.6","10.8","35.1","4.1","27.0","1.4",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","447","2.836","25.7","6.7","32.0","3.1","18.1","5.6","2.5","5.6",".",".",".","0.2","0.4",".",".","."
