"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Growth&Develpmt Global Econ","374
001","","17","3.000","11.8","23.5","29.4","11.8","17.6",".","",".","","5.9",".","",".",".","",".","",".","",".",".","."
"Topics in Global Security","601
001","","23","3.457","43.5","17.4","26.1","13.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Topics-Lat Am&Carib Region","605
001","","12","3.636","50.0","16.7","25.0",".",".",".","",".","",".",".","",".",".","",".","",".","","8.3",".","."
"Topics-Intl Rel&Environment","611
001","","13","3.292","30.8","23.1","23.1",".","15.4",".","",".","",".",".","",".",".","",".","",".","","7.7",".","."
"INTL ST
504","Dept. Total","","65","3.362","33.8","20.0","26.2","7.7","7.7","",".","",".","1.5","",".",".","",".","",".","",".","3.1",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","2.875",".",".","75.0","25.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.255","12.5","37.5","25.0",".","12.5","",".","",".",".","",".",".","",".","",".","",".","12.5",".","."
"Senior","","","43","3.435","46.5","14.0","20.9","9.3","7.0","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","63","3.364","34.9","19.0","25.4","7.9","7.9","",".","",".","1.6","",".",".","",".","",".","",".","3.2",".","."
"Special","","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","65","3.362","33.8","20.0","26.2","7.7","7.7","",".","",".","1.5","",".",".","",".","",".","",".","3.1",".","."
