"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"608
Colnl&Early Romantic Am Lit","001","","27","3.146","29.6","11.1","22.2","14.8","7.4","3.7",".","11.1",".",".",".",".",".",".",".","."
"609
Major American Novelists","001","","38","3.237","28.9","28.9","23.7","10.5",".",".","5.3",".",".",".",".",".",".",".",".","2.6"
"613
Major American Poets","001","","40","3.346","32.5","20.0","30.0","12.5","2.5",".",".",".",".",".",".",".",".",".","2.5","."
"629
American Literary Realism","001","","30","3.138","13.3","26.7","40.0","13.3",".","3.3",".",".",".",".",".",".",".",".",".","3.3"
"630
Theme in 20th C Amer Lit","001","","31","3.097","12.9","22.6","51.6","9.7",".",".","3.2",".",".",".",".",".",".",".",".","."
"631
Figures of Contemp Amer Lit","001","","25","3.188","24.0","16.0","40.0","12.0",".","4.0",".","4.0",".",".",".",".",".",".",".","."
"635
Maj Amer Novelists-1914-45","001","","29","3.000","6.9","24.1","41.4","17.2","10.3",".",".",".",".",".",".",".",".",".",".","."
"681","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","4","***","","","","","","","","","","","","","","","",""
"682","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"692
Senior Thesis","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","19","3.895","94.7",".",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"700
Intro-Composition Studies","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710
Discourse Analysis","001","","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711
Rsch on English as 2nd Lang","001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Topc-Contmp English Linguis","001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"722
Compositn&Critical Theories","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"723
Crit Meth-Brit & Amer Lit","001","","20","3.725","55.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"727
Literary Theory","001","","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"762
Renaissance Dramatic Lit","001","","6","3.333","16.7","16.7",".","16.7",".",".",".","33.3",".",".",".",".",".","16.7",".","."
"763
Topics-Renaissance Lit","001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790
Proseminar-Teaching of Writing","001","","11","",".",".",".",".",".",".",".","27.3",".","72.7",".",".",".",".",".","."
"799","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 201 of 388",""
