"","999
018","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"BIOCHEM
200","Dept. Total","1087","3.272","31.6","13.2","22.2","5.3","6.6","0.3","0.5","16.0",".",".",".","3.4",".","0.7","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","2.846","40.0",".","20.0",".","40.0",".",".",".",".",".",".",".",".",".",".","."
"Junior","","198","3.088","33.8","10.6","27.8","11.6","10.6","1.5","1.5","2.0",".",".",".",".",".","0.5",".","."
"Senior","","351","3.199","31.9","16.8","26.5","6.8","12.8",".","0.6","0.9",".",".",".","2.8",".","0.6","0.3","."
"Undergraduates","","554","3.152","32.7","14.4","26.9","8.5","12.3","0.5","0.9","1.3",".",".",".","1.8",".","0.5","0.2","."
"Special","","15","3.434","46.7","6.7","13.3","13.3","6.7",".",".","13.3",".",".",".",".",".",".",".","."
"Graduate","","508","3.509","30.1","12.0","17.1","1.8","0.6",".",".","31.9",".",".",".","5.3",".","1.0",".","0.2"
"Prof Yr 2","","3","3.111",".","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","3.600","33.3",".","33.3",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","4","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","10","3.375","30.0","10.0","30.0",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"","Dept. Total","1087","3.272","31.6","13.2","22.2","5.3","6.6","0.3","0.5","16.0",".",".",".","3.4",".","0.7","0.1","0.1"
