"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"First Year Spanish","Course Total","475","3.102","21.5","23.6","30.3","8.8","12.0","2.1","0.8","0.6",".",".",".",".",".","0.2",".","."
"","001
203","23","3.396","52.2","13.0","21.7","4.3",".","8.7",".",".",".",".",".",".",".",".",".","."
"","002
203","23","3.283","39.1","21.7","21.7",".","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","203
003","21","2.905","19.0","9.5","42.9","9.5","14.3",".","4.8",".",".",".",".",".",".",".",".","."
"","203
004","21","2.975","19.0","14.3","38.1",".","19.0","4.8",".",".",".",".",".",".",".","4.8",".","."
"","203
005","25","3.300","28.0","28.0","36.0",".","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","006
203","22","3.432","27.3","36.4","31.8","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
007","25","3.260","24.0","16.0","52.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","203
008","24","3.271","45.8","12.5","25.0",".","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"","203
009","22","3.182","36.4","9.1","27.3","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","010
203","21","3.200","33.3","14.3","19.0","14.3","14.3",".",".","4.8",".",".",".",".",".",".",".","."
"","203
011","23","3.217","30.4","17.4","30.4","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"","203
012","23","3.413","30.4","34.8","21.7","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"","203
014","24","3.229","16.7","20.8","54.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
015","22","3.250","45.5","13.6","9.1","9.1","22.7",".",".",".",".",".",".",".",".",".",".","."
"","016
203","22","2.932","18.2","18.2","31.8","13.6","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","203
017","24","3.354","37.5","20.8","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
018","23","2.886","13.0","26.1","26.1","4.3","21.7",".","4.3",".",".",".",".",".",".",".",".","4.3"
"","203
019","23","3.114","17.4","13.0","52.2",".","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"","203
020","21","3.095","19.0","23.8","33.3","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"","203
021","24","3.333","25.0","20.8","50.0","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
022","23","2.750","21.7","8.7","26.1","13.0","13.0","8.7","4.3","4.3",".",".",".",".",".",".",".","."
"","203
023","22","3.091","13.6","27.3","31.8","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","024
203","22","3.114","18.2","13.6","50.0","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
025","23","3.614","43.5","39.1","8.7",".","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","203
026","22","3.136","31.8","4.5","45.5","4.5","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"","027
203","23","3.500","43.5","34.8","13.0","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"","203
028","24","3.542","45.8","29.2","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
029","23","3.413","43.5","17.4","26.1","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","030
203","24","3.479","33.3","45.8","8.3","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","031
203","24","3.417","54.2","12.5","12.5","4.2","16.7",".",".",".",".",".",".",".",".",".",".","."
"","203
032","24","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
033","24","3.313","37.5","25.0","25.0","4.2","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","203
034","22","3.091","22.7","27.3","18.2","9.1","22.7",".",".",".",".",".",".",".",".",".",".","."
"","035
203","19","2.158","5.3",".","31.6","10.5","31.6","10.5","10.5",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","775","3.217","30.2","20.6","29.8","6.2","9.9","1.4","1.0","0.5",".",".",".",".",".","0.1",".","0.1"
"","204
001","21","3.405","42.9","14.3","28.6","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
002","21","3.214","28.6","14.3","42.9","9.5",".","4.8",".",".",".",".",".",".",".",".",".","."
"","003
204","22","2.909","27.3","22.7","22.7","4.5","4.5","13.6","4.5",".",".",".",".",".",".",".",".","."
"","204
004","21","3.238","19.0","47.6","14.3","9.5","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","204
005","23","3.283","26.1","26.1","30.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
006","22","3.500","45.5","13.6","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","21","3.381","19.0","47.6","28.6",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
008","22","2.955","22.7","22.7","31.8","4.5","4.5","9.1","4.5",".",".",".",".",".",".",".",".","."
"","204
009","17","3.059","5.9","23.5","52.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","204
010","21","2.400",".","4.8","33.3","23.8","23.8","4.8","4.8","4.8",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 297 of 388",""
