"","999
025","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
027","3","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
029","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","7","4.000","71.4",".",".",".",".","",".","",".","28.6","",".",".","",".",".",".",".",".","."
"COUN PSY
270","Dept. Total","586","3.936","81.2","6.7","1.5","0.2","0.7","",".","",".","6.3","",".",".","",".","2.2","0.2","0.3",".","0.7"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.902","90.2","3.9","3.9",".","2.0","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","38","3.938","86.8","2.6","5.3",".",".","",".","",".",".","",".",".","",".",".",".","2.6",".","2.6"
"Junior","","68","3.926","88.2","5.9",".","1.5","2.9","",".","",".",".","",".",".","",".",".",".","1.5",".","."
"Senior","","114","3.931","87.7","8.8","0.9",".","0.9","",".","",".","0.9","",".",".","",".",".",".",".",".","0.9"
"Undergraduates","","271","3.927","88.2","6.3","1.8","0.4","1.5","",".","",".","0.4","",".",".","",".",".",".","0.7",".","0.7"
"Special","","34","3.901","79.4","11.8","2.9",".",".","",".","",".","2.9","",".",".","",".",".","2.9",".",".","."
"Graduate","","279","3.947","74.6","6.5","1.1",".",".","",".","",".","12.5","",".",".","",".","4.7",".",".",".","0.7"
"Prof Yr 3","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","586","3.936","81.2","6.7","1.5","0.2","0.7","",".","",".","6.3","",".",".","",".","2.2","0.2","0.3",".","0.7"
