"","890
032","","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","890
034","","2","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Pre-dissertation Research","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","",""
"Spec Topics-Bioengineering","909
001","","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"B M E
207","Dept. Total","","84","3.564","34.5","29.8","23.8",".","",".","",".","",".","10.7","",".",".","",".","1.2","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","20","3.675","50.0","35.0","15.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","","31","3.434","25.8","38.7","35.5",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","16","3.591","37.5","31.3","31.3",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","67","3.528","35.8","35.8","28.4",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","17","3.763","29.4","5.9","5.9",".","",".","",".","",".","52.9","",".",".","",".","5.9","",".",".",".","."
"","Dept. Total","","84","3.564","34.5","29.8","23.8",".","",".","",".","",".","10.7","",".",".","",".","1.2","",".",".",".","."
