"","990
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","37","",".",".",".",".",".",".",".","75.7","8.1",".",".","16.2",".",".",".","."
"SPANISH
912","Dept. Total","3501","3.257","31.7","23.3","25.8","6.3","8.1","1.5","0.9","1.9","0.1",".",".","0.2","0.1","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1435","3.319","32.0","26.8","27.9","4.9","6.3","1.3","0.6",".",".",".",".",".",".","0.1",".","0.1"
"Sophomore","","760","3.170","30.0","19.2","28.4","8.7","10.8","1.6","0.8","0.4",".",".",".",".",".",".",".","0.1"
"Junior","","623","3.183","29.9","23.6","24.7","6.6","9.6","1.9","1.4","1.8",".",".",".",".",".","0.5",".","."
"Senior","","485","3.183","29.7","22.9","23.1","8.0","9.9","1.4","1.4","2.9","0.4",".",".",".",".",".",".","0.2"
"Undergraduates","","3303","3.243","30.8","23.9","26.7","6.5","8.5","1.5","0.9","0.8","0.1",".",".",".",".","0.1",".","0.1"
"Special","","33","3.333","48.5","12.1","21.2","6.1","9.1",".","3.0",".",".",".",".",".",".",".",".","."
"Graduate","","163","3.719","47.2","12.9","6.7","1.2","0.6","0.6",".","23.3","1.8",".",".","3.7","1.2",".","0.6","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3501","3.257","31.7","23.3","25.8","6.3","8.1","1.5","0.9","1.9","0.1",".",".","0.2","0.1","0.1","0.0","0.1"
