"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"SURG SCI
938","Dept. Total","607","3.405","25.0","10.2","13.7","1.8","1.6","",".","",".","33.8","",".",".","",".","13.7","",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 1","","82","3.562","45.1","24.4","26.8","1.2","1.2","",".","",".",".","",".",".","",".",".","",".",".",".","1.2"
"Prof Yr 3","","332","3.216","13.6","12.7","18.4","3.0","2.7","",".","",".","24.7","",".",".","",".","25.0","",".",".",".","."
"Prof Yr 4","","190","4.000","35.3",".",".",".",".","",".","",".","64.7","",".",".","",".",".","",".",".",".","."
"Professionals","","604","3.401","24.7","10.3","13.7","1.8","1.7","",".","",".","33.9","",".",".","",".","13.7","",".",".",".","0.2"
"","Dept. Total","607","3.405","25.0","10.2","13.7","1.8","1.6","",".","",".","33.8","",".",".","",".","13.7","",".",".",".","0.2"
